from_id,comment_id,text,from_expression,city,age,country
14183728,7527653,"[id39938509|Виталий], 😂 Вот так бред. Поехали на машине прокатимся с Москвы до Новосибирска (лично ездил) покажешь мне ""плохие дороги"" и подскажи сколько заводов было построено в 90е, сколько самолётов изобрели и начали выпускать серийно, что было с сельскохозяйственной деятельностью? (напомню экспорт по зерновым и прочему превысил экспорт ВПК)А как в 90е в космос летали, часто спутники запускали? Сколько мостов в стране было построено, что вообще было сделано в 90е расскажи, поведай.",с Москвы,Новосибирск,None,Россия
14802972,17412174,"[id225081204|Денис], с Белоруси?)Там вроде деноминация прошла)",с Белоруси,Рязань,25,Россия
14882328,2029788,"Да хватит вам спорить участники все хорошо выступили.А обсирать Россию не стоит,т.к пол страны теперь забито Украиной.Если мы такая плохая страна какой хер едут к нам,че в Америку не ехали😊 видно их там никто не ждал.А теперь за то граждане с Украины вам бы надо задуматься,что вас приняла наша страна ,а не отказала вам.Из за вашей войны страдает весь мир.",с Украины,Чудово,None,Россия
15147033,91321,"Кто с Питера, может устроим вечер памяти?",с Питера,Волгоград,None,Россия
15150982,2334982,"[id86796260|Снежана], есть туристы с России, что тут удивительного",с России,Волгоград,None,Россия
18455859,17747506,"Я с Питера, что такое солнечный свет? Я его не получал никогда",с Питера,Санкт-Петербург,20,Россия
19278159,384592,"Везет вам НЕКАРЕЛАМ и тем кто тут, но тащится от нашей красоты... Приезжаете к нам и радуетесь. А меня у нас уже давно ничего не радует, все обыденно, особенно после Кавказа и Скандинавии😒, а так хочется, когда в кармане тишина, получать наслаждение от родного края. Но не прет, вот хоть ты тресни. Все поют про Кивач, Кивач, ууу, как там круто. Но проезжая вдоль Кабардино-Балкарских дорог, такие водопады на каждом шагу, причем в десятки раз больше, и не считаются местной достопримечательностью. Тоже самое и в Норвегии. Зато Москвичи и с Питера народ прямо прет сюда с наслаждением, вот бы мне так) Скатались с женой на Чертов стул. Она никогда не была в горах, стояла и ахала, спрашивая, правда ведь круто?! А я тихо кивал, а самому так по барабану, вспоминая закаты с Эльбруса.",с Питера,Петрозаводск,None,Россия
19714162,1552842,"[id243543986|Marlene], я и не говорю,что Гагарина не имеет успеха.но шведа я слышу почти каждый день на nrj.и тут кто-то с Украины писал,что там тоже он звучит довольно часто.",с Украины,Москва,None,Россия
19896369,7514158,"[id90925847|Екатерина], что то он много содрал)))) вы с москвы или питера?",с москвы,Волгоград,None,Россия
20336667,17538532,"[id15410757|Слава], она с Москвы кретин ты тупорылый !!!",с Москвы,Москва,24,Россия
20815802,7720808,"если бы не разрез глаз то подумал бы что с России, а так выигрыла",с России,Йошкар-Ола,None,Россия
21169810,7621851,"С Москвы проверяльщик приезжал увидел у нас на объекте сан.узел типа сортир на одно очко спроектированный вместе с объектом еще в 60ые. сказал: ""Ай-яй-яй вы ж природу засоряете..."" И выписал предписание устранить и установить биотуалет, да вот только проблема, проспонсировать данные предписания позабыл...",С Москвы,Котельнич,None,Россия
21836994,372240,"въехать с Украины в Крым можно только с украинским паспортом. Для всех прочих нужно получать ""спец.разрешение"", но мы пока не видели ни одного реального случая его выдачи.

подробнее http://hitchwiki.org/ru/%D0%A3%D0%BA%D1%80%D0%B0%D0%B8%D0%BD%D0%B0/%D0%9F%D1%80%D0%B0%D0%B2%D0%B8%D0%BB%D0%B0_%D0%B2%D1%8A%D0%B5%D0%B7%D0%B4%D0%B0#.D0.A1.D0.BB.D0.BE.D0.B6.D0.BD.D0.BE.D1.81.D1.82.D0.B8_.D1.81_.D0.BF.D0.BE.D1.81.D0.B5.D1.89.D0.B5.D0.BD.D0.B8.D0.B5.D0.BC_.D0.9A.D1.80.D1.8B.D0.BC.D0.B0",с Украины,Дубна,None,Россия
23136285,1919636,"[id288703172|Sat], она с украины и ты там живешь)",с украины,Москва,26,Россия
24277873,7683732,"Меня тоже бесит это грёбаное деление на фашистов и не фашистов, наших, не наших. В людях дело было. Помню, бабушка рассказывала как немцы пришли в деревню, никого не трогали, не убивали, просидели пару дней и ушли а потом пришли наши и начали охоту на ведьм устраивать, а она, между прочим, ветеран труда была. И действительно, как будто тогда был выбор идти воевать или не идти, что с той стороны, что с этой. У бабушки, после переезда в Калининград, помню ещё подруга по переписке с германии была",с германии,Зеленоградск,21,Россия
24608495,17204280,"[id430214565|Сара], а если я не с Москвы,но в ней😒",с Москвы,Чебоксары,None,Россия
24658769,7559553,"[id4039432|Александр], А где доказательство того что я овощ со справкой? У тебя его нет. То что моя точка зрения не совпадает с твоей не противоречит здравому смыслу. А вот твои комментарии содержат оскорбления и угрозы. А если прибавить то, что есть у тебя на странице и твою аватарку с карточкой правого сектора очень походит на нарушение закона. А если ты сидишь с Украины(если тебе все равно на законы РФ,то можно предположить этот вариант),то ты также нарушаешь законы Украины,так как ВК закрыли на Украине.",с Украины,Красноярск,None,Россия
25190246,2354872,"[id36313142|Dima], он сам с Украины. Скорее при чём тут флаг Австралии...",с Украины,Кемерово,24,Россия
25313618,2304451,"[id14644226|Виталик], а ты кто, чтобы тут хамить? Решил, что раз с Украины, то можно все? Мое мнение, мое дело. Хоть год, хоть пять. Тебя вообще это не должно касаться.",с Украины,Москва,None,Россия
25393209,1614790,Очень понравилась участница с Латвии..мурашки от песни))))),с Латвии,Санкт-Петербург,27,Россия
26151728,368987,"А что, для проезда с Украины в Россию также нужно приглашение, как и для проезда из России на Украину?",с Украины,Тверь,None,Россия
26349201,2123677,Как думаете будет проблема с визой если ехать с россии?,с россии,Москва,19,Россия
28403265,408891,"[id10169760|Иван], не с Москвы конечно .... но https://vk.com/wall-63731512_520915",с Москвы,Ростов-на-Дону,None,Россия
32872727,17200869,"Ты чё с Питера, шаурма",с Питера,Ижевск,None,Россия
36499452,1521446,"[id37211160|Ксения], и да парень который предстовлял македонии,он же с украины-не прошёл..не просто же так........он же сам с украины..может дело из за этого",с украины,Владивосток,30,Россия
37584095,1848040,ой такая милая с Австрии которая))😃,с Австрии,Сыктывкар,None,Россия
38121302,384574,"Где тот пацан с Питера, для которого куча мест ""значительно круче Ольхона на Байкале"" ? так тебя на хватает, бро",с Питера,Иркутск,None,Россия
39692825,2700078,"Збс, предзаказ на магазин сделан, в понедельник с Москвы партию дисков отправляют, один из них до витрины не дойдёт)",с Москвы,Южно-Сахалинск,25,Россия
39831178,406899,"[id2166795|Татьяна], поезд до Апатитов с Москвы, на 5 часов меньше идёт, чем до Мурманска. На самолёте до аэропорта Хибины вообще 2 часа лётного времени)
А вот к Терскому берегу и в Умбу зимой с Мурманска, надо постараться...)",с Москвы,Кировск,None,Россия
40179355,18023776,"Покупаю картошку я с Беларуси
С продавщицей Муси пуси 
Что бы скинула деньжат 
Она улыбается, а я рад 
Зина знает своё дело 
Бутылочку красного вина
И уже обвивает мое тело 
А потом Зина родила 
И меня больше не нашла",с Беларуси,Переславль-Залесский,21,Россия
42554084,18022415,"[id311900619|Ильнур], я с башкирии, а шо?",с башкирии,Стерлитамак,None,Россия
42602103,385744,"[id11996719|Сергей], перелет, смотря откуда и за сколько брать. Можно с Москвы за 13 улететь, можно за 80, нужно поджидать подходящие варианты.
Еда примерно как и везде, цены выравнились. Есть столовки от 150 за обед, есть бары и кафешки, но цены не космос. Проживание в хостелах от 500, квартиры от 1500.
Проезд по городу 25, такси от 130.
По вулканам можно дикарём сбегать, много таких встретил, а за деньги от 2500 за дневной тур.",с Москвы,Красноярск,None,Россия
43757132,363913,"А я разное брала по-немногу
Брала юбилейные монеты своей области и тенге
Для иностранцев-нумизматов это вообще вау, ибо в кз мало кто ездит, да и казахи мало путешествуют)
У кого на холодильнике висят магниты - то им тоже дарю магнит
Ибо нафиг этот магнит тому, кто их не собирает
Ну а если ни то, ни то - открытку с пожеланиями с России
Кстати, а деньги собирает каждый второй путешественник, а магниты не собирае... Только 1 из 10 хостов)",с России,Тюмень,None,Россия
44872120,2024448,"[id177339261|Никитка], че ты мне расписываешь, даун? Я не с Украины",с Украины,Санкт-Петербург,25,Россия
45080522,1516324,"[id299012355|Denis], я-то с России) и за Полину, просто понравилось как выступили Беларусь🙌👌",с России,Новосибирск,None,Россия
45178681,2029093,"[id225093042|Иван], я с России, не могу",с России,Казань,None,Россия
46354368,2105193,"[id367009289|Язва], у меня была первая любовь - фан футбольный😂 блин, после каждого матча залечивала его раны😂 уж мне-то не знать, почему там драки и беспорядки, и что вся эта мода с Англии пошла...",с Англии,Москва,None,Россия
50091244,2034211,"Ребят, как с Англии проголосовать?",с Англии,Орёл,None,Россия
52807514,2272512,"Админы, будьте бдительны, удалили мой коммент, который призывает к дружбе. А комменты разживающие конфликт наций, вы оставляете. Если хотите оставить одно мнение в группе, то не представляйте евровидение в целом!) или по крайне мере удалите админа с России",с России,Москва,23,Россия
54425764,7577016,"[id200013264|Настя], нет, Я люблю справедливость, холодный расчет и холодное, вкусное пиво))) а с геями и Вовой я прям сейас готов распрощаться - откуда они? с Германии вот пусть туда и едут))))",с Германии,Хабаровск,29,Россия
55883894,7663665,"[id162364616|Игорь], ещё лучше
Их согнали с России матушки",с России,Москва,18,Россия
58117696,1524664,с израиля...мде,с израиля,Москва,None,Россия
58933839,2744171,"[id18994|Дмитрий], дело не в безнаказанности. Я вообще про другое. Я не защищаю немагию. Тинькофф подал в суд на основании оскорблений и клевете? Без спорно. Но то, что к ребятам приезжают с Москвы, ломают дверь и шмонают, это не нормально. Упуская шмон, в Кемерово есть своё РУВД. Сразу возникает очевиднейший вопрос: какого, собственно, Москва там забыла? Дела передаются из региона в регион. Никто никуда никого не отправляет. К примеру, Хованский удалил свои видос с Ютуба о Тинькове после того, как ему тоже пытались выломать дверь и угражали, только не судом, а физически.",с Москвы,Железнодорожный (Балашиха),None,Россия
61084464,2094492,"[id364007825|Мид], а что в этих фото, половина из них скорее всего с украины, да и не видно там ничего конкретного. верхние два вообще похоже с 90х годов.",с украины,Красноярск,None,Россия
62356503,17892561,Кто с Казахстана лайк),с Казахстана,Москва,None,Россия
62699938,2280718,самое скучное евровидение. мне понравились только Сальвадор и ребята с Молдовы(,с Молдовы,Санкт-Петербург,23,Россия
63939482,1541177,Где принцесска с Исландии????😭😭,с Исландии,Санкт-Петербург,None,Россия
66023097,360280,"[id294089418|Помидор], автостоп, но с аском в пути и непонятками с жильем. А стартовать скорей всего буду с Грузии через Казахстан, а там как пойдет..",с Грузии,Ярославль,23,Россия
66194922,17888336,"[id244221975|Прасковья], а черт, ты же с Украины",с Украины,Москва,None,Россия
66692750,1687146,"[id168399377|Владислав], при чём здесь не утвердился в России?
Он с Латвии,имеет полное право участвовать в конкурсе на Евро!
Что за бред-то?",с Латвии,Нальчик,None,Россия
67301979,2351626,"я с россии -но выступление торвальд нормальное было-не победимтель, но лучше португалии",с россии,Волгоград,None,Россия
68763838,17529691,"[id40120417|Максим], какого хрена ты видишь в вк? Ты не с России. А Россию ругать могут только Русские. Выйди, а лучше выйди в окно",с России,Мегион,30,Россия
68794462,2111649,"[id348476717|Саня], докажи , что фальшиво? покажи мне человечков с России? Докажи мне ,что США не воспользовалось бы шансом атаковать Россию? а по поводу референдума... Открою тайну , Референдум в Косово - тоже не признает половина гос-тв но при этом они на олимпиаде золото получили) Референдум - личное дело гос-ва, в которое другие страны не имеют право вмешиваться !",с России,Москва,None,Россия
69409656,366728,"Очень атмосферная страна! Поеду в июле с Уфы с 10к. в кармане. Думаю на 3 недели хватит с лихвой. Автостоп, палатка, кауч и недельку в горах!",с Уфы,Уфа,None,Россия
69766913,2306991,Всех лошадей с Украины украдут,с Украины,Москва,None,Россия
71439163,1888868,"[id165073197|Кристина], я знаю таких людей, мои друзья с Украины, и я рада, что есть адекваты еще в этой стране, у этой женщины сильный голос, но все что с ней происходит начиная с песни - тихий ужас. Но к сожалени, все что я заметила по теме Евро со стороны Украины - это грязь в сторону Сергея и России, неприятные ситуации складываются.",с Украины,Курск,24,Россия
73049244,17706699,"Кто с Питера, погнали",с Питера,Санкт-Петербург,None,Россия
76554252,17449351,"[id260015982|Артур], Если с екб, зачем тебе телка с украины?) Ну-ну",с украины,Челябинск,None,Россия
82037182,1951331,"[id170986846|Иван], а ты с Белоруссии )",с Белоруссии,Новороссийск,None,Россия
82621245,1899858,"[id270657343|Ольга], и то верно) А Вы сами с Беларуси или России?)",с Беларуси,Смоленск,22,Россия
82924221,1830511,"[id29115772|Маряна], да по сравнению с пидорками с Польши,Израиля,Эстонии наш Лазарев далеко не гей)",с Польши,Свободный,None,Россия
84218399,2093714,"[id201092482|Лиза], я бы этого не делал ,если б некоторые персонажи с Украины не писали бы оскорбления в адрес моей страны. И не называли нас ватниками и Россию Рашкой!",с Украины,Санкт-Петербург,None,Россия
84352651,372216,"У меня друг ездил со сбер картой и ей же расплачивайлся как у нас, электронным деньгам все равно какая валюта. Там есть обменные пункты, меняй на доллары. А доллары меняй в России на рубли, но друг когда приехал с Китая(месяц назад)и пошёл в без комиссионный обменник там отказались доллары менять. Без объяснения причины. Так и лежат теперь...до следующих отпусков",с Китая,Екатеринбург,None,Россия
88306749,1949550,"Амир с Франции, редактор с деревни)",с Франции,Старый Оскол,26,Россия
90834414,7522054,Нахер с Питера эту тварь!!!,с Питера,Санкт-Петербург,33,Россия
92539360,2323586,"[id72907750|Виталий], там с россии нельзя смотреть",с россии,Краснодар,17,Россия
93048507,18114870,"[id126257765|Александра], ок. Объясни про всех так скажем певцов, что свалили в Россию?) Да блин, у меня полно знакомых, которые приехали с Украины в Россию. А твоя стата верна, но тут суть не в том, что они сейчас бегут, а стата вообщем за все время. Такую же статистику можно увидеть и в России. Украинцев будет еще больше. Никто туда в вашу Украину не бежит. И там пол страны русских, как и украинцев в России.",с Украины,Комсомольск-на-Амуре,None,Россия
94622298,2032529,С Украины на какой номер смс отправлять?,С Украины,Голицыно,23,Россия
94764619,7647037,"бля наш регион мог бы сам себя обеспечить и торговать на мировом рынке, а эти хуилы с москвы все себе забирают",с москвы,Саяногорск,None,Россия
96009668,7520963,"Не новость что с России бегут все кто может, кто то в Канаду кто то в ИГ кому что ближе короче...",с России,Санкт-Петербург,27,Россия
96612117,17582852,"[id242046531|Анатолий], ебать масло пытается выйграть автомобильное ,Масло карл , а ты поверил про 200к , хотя может с Белоруссии он",с Белоруссии,Волгоград,None,Россия
96841145,2263612,"[id85390953|Сергей], да нет, просто ты убогий. Ведь ты с Украины",с Украины,Санкт-Петербург,16,Россия
101517853,1946487,"Надеюсь на Россию но соперников сильных много. Та же Австралия например и ещё народ что выберет. Помня опыт скромных нидерландцев, в этом году запросто может взять и милая девочка с Австрии. Поэтому ставить даже не знаю на кого. Главное чтоб всё прошло без приключений и провокаций.",с Австрии,Уфа,26,Россия
102047486,1866340,"Вспомнил космонавтов с Черногории😆 Им тогда даже победу прочили, а в итоге даже в финал не прошли",с Черногории,Волжский,None,Россия
103085004,1963127,"ЗАВЯЗАНЫ МЫ (ОЧЕНЬ ЖАЛЬ ОТ ЭТОГО) КРОВНО, У МНОГИХ РОДСТВЕННИКИ НА УКР И МНОГИЕ РОДИЛИСЬ В СССР И СЕРДЦЕ КРОВЬЮ ОБЛИВАЮТСЯ КОГДА С УКРАИНЫ ТАКИЕ НОВОСТИ ЛЬЮТСЯ!",С УКРАИНЫ,Екатеринбург,None,Россия
103338662,1970312,"[id314962103|Romik], гордис что с Грузии:)",с Грузии,Санкт-Петербург,None,Россия
105881348,17892165,"В школьные годы со мной в одном классе учился парниша переехавший с Казахстана. На вопрос почему от туда чухнули, он ответил, что после развала СССР, там начали русских вырезать.",с Казахстана,Смоленск,None,Россия
111382418,1942616,"[id246433964|Лера], с Украины захотят?ты шутишь?",с Украины,Тамбов,None,Россия
113158517,330790,"Если с Питера, то Финка для шенгена офкос",с Питера,Санкт-Петербург,None,Россия
113603857,17682106,Тупой и ещё тупее. Просто я с Эстонии,с Эстонии,Ярославль,None,Россия
115767430,1606879,"[id65439771|Дмитрий], да что ты говоришь... Ты видно сам с Украины, тогда слушай:1- вы оскорбляете Россию, но едете сюда за чем то жить. Вопрос :нахуя а?!  Вы нас обсираете дауны такие, а мы вас ещё и должны принимать. 2- Не кажется ли вам что это очень жирно?!  Вы зажрались придурки, ясно?!  Зажравшиеся люди вы, как по мне!!!",с Украины,Москва,22,Россия
