,Unnamed: 0,from_id,id,text,miss,city,age,country,sex
14,27.0,80784383.0,371498.0,"В мае было дело. Меня не пустили в Азербайджан, и семнадцать часов сидела в зоне депортации, потому что моя спутница ( блондинка с голубыми глазами, русская) имеет армянскую фамилию. Водили в туалет за ручку. Сходить покушать не представляется возможным. Если едешь из Армении или вообще имеешь хоть какие-то отношения к армянам, то лучше пока про Азербайджан забыть",из Армении,Москва,22,Россия,1
15,32.0,209780399.0,371569.0,"Ставят печати, только напрямую из Армении в Азербайджан никак не попасть, только через Грузию. На границе главное говорить, что у вас чисто туристический интерес к обеим странам :)",из Армении,None,20,Россия,1
16,35.0,3000044.0,371572.0,А из Грузии в Армению тоже по российскому въезжать? Это как?,из Грузии,Мурманск,None,Россия,2
17,9.0,16549544.0,371248.0,"У граждан Украины на границе Украина-Крым проблем не бывает не считая ребят призывного возраста, но это на всех границах). Иностранным гражданам из Украины в Крым путь заказан, если нет спец. разрешения. Его дают родственникам живущих Крыму, обладателям недвижимости и тем, у кого родственники в Крыму похоронены. Въезжать и выезжать надо одинаково: или из Украины или как-то еще. Транзит через Крым чреват проблемами. Выезжать в Украину, если в Крым въехали через Керч, НЕЛЬЗЯ.
Рублей можно не более эквивалента 10 тысяч грн (примерно 22 тысячи рублей). Через Новоалексеевку проще, там к каждому поезду по 40 грн до границы подходит автобус (с багажником для вело, так сказать).",из Украины,Ялта,31,Украина,1
18,11.0,105600205.0,371264.0,"[id16549544|Maria], а из России реально доехать стопом на машине без заграна?",из России,Владимир,22,Россия,1
19,4.0,21836994.0,370988.0,"[id58476044|Даниил], Шенген и Штаты дают даже с визой Афганистана.
Израиль безвизовый для РФ, но при вылете ИЗ Израиля моей жене устроили допрос с пристрастием по поводу штампов Индонезии, где она отдыхала 8 лет назад.",ИЗ Израиля,Дубна,None,Россия,2
20,5.0,1928893.0,370989.0,"[id21836994|Григорий], в Израиле даже по поводу штампов из Финляндии допросы устраивают, такая уж у них страна )",из Финляндии,None,27,Россия,1
21,1.0,834598.0,316486.0,Или вали из Вьетнама),из Вьетнама,None,None,None,1
22,5.0,201154.0,316039.0,"Если на самолете, то дешевле и удобнее стыковать 2 рейса, отправление из Москвы: Москва  - Стокгольм, Стокгольм - Рейкьявик. Дозаправка в Прибалтике и в Осло.
Бюджет - чем больше, тем лучше. Можно и на лодке выехать, чтобы потрогать диких китов - поздороваться с ними, и до гейзеров добраться, но это все расходы. И порой весомые. Если вы собираетесь путешествовать на машине по стране, это несколько сэкономит бюджет (я ездила одна и у меня нет прав, а ко многим красивым местам так просто не подъедешь, поэтому придётся ехать ещё раз =). Жить дешево можно в хостелах. Еду лучше покупать и готовить самостоятельно - ну, это в любой стране дешевле кафе и ресторанов. 
Вы посмотрите средние цены на жильё и питание (ездила несколько лет назад, возможно, сейчас все изменилось) - эта инфа есть в сети, и на курс - от этого и будете отталкиваться.",из Москвы,Москва,28,Россия,1
23,25.0,251363360.0,316259.0,"Окей, в комментарии, так в комментарии. 
Чтобы попасть на волонтерство такого рода, у вас должна быть отправляющая организация. Я выбрала Содружество (находятся в Чебоксарах, сотрудничали удаленно). Помогли подобрать проект, связаться с организаторами, подсказывали, как и какую визу лучше оформить. 
Проект назывался 'Health&environment', жили волонтёры в собственном домике при пансионате-клинике в городе Hveragerdi. Питались с постояльцами. Коллегия бабушек Российской Федерации одобрило бы этот шведский стол) Работа заключалась в помощи с помидорками, нарезкой чая местного производства и тд. (Примерно 25 часов в неделю). На выходные ездили на экскурсии за отдельную плату. Рядом с городом находится горячий источник, нам разрешалось в свободное от работы время посещать а-ля джакузи под открытым небом. 
Ребята были как из Кореи, Японии, Китая, Испании, Франции, Германии, Мексики. 

Сказать 'понравилось' - ничего не сказать ☺️","из Кореи,",Москва,None,Россия,1
24,10.0,3167713.0,315990.0,"[id103310241|Артем], в июле-июне 16го ездили в Грузию на мотоциклах из Перми. Тормознули один раз на въезде в Осетию за нарушение несуществующего,как оказалось, правила...
В других регионах проблем не было.",из Перми,Пермь,None,Россия,1
25,13.0,354943542.0,315890.0,"[id22045232|Юлия], я все понимаю, хочется путешествовать и т.п. Но ты очень перегибаешь палку. На снаряжение тебе хватит и 100$. Одежда у тебя есть. На еду ты сможешь спокойно заработать в любой стране мира играя на своем музыкальном инструменте. А в дальнейшем и на более лучшее ""снаряжение"". Визы, если оформлять самостоятельно, стоят не таких уж и космических денег. И вообще когда речь заходит о хорошем снаряжении и прочих прелестях которые якобы необходимы для путешествия я всегда вспоминаю Серегу, который пешком из Питера пошел во Владивосток с обычными сумками "" рисовками"" в руках.",из Питера,Омск,None,Россия,2
26,6.0,5270122.0,400713.0,как из москвы дешевле всего в киргизию приехать?,из москвы,None,None,Россия,1
27,0.0,9153594.0,400674.0,"Молодцы, но там расстояние то так себе, если бы вы ехали из Екб в Тюмень например, не звучало бы так прикольно.",из Екб,Phuket,35,Таиланд,2
28,15.0,9579191.0,358371.0,"Продукты там дорогие. Мясо, молочка, да ВСЁ! А овощи за тыщу/кг. и те из китая. Нет уж, спасибо.. У меня всё детство фрукты только по праздникам были.😆",из китая,None,None,Россия,1
29,34.0,3718317.0,357972.0,"[id43718997|Наста], вашего горения?(
Страсти какие то говорите, ей богу. Мне наоборот за вас досадно, что так обижает некоторых(к слову друг хороший из Минска, специально для меня Белоруссия говорит с улыбкой, а не поучениями как правильно) которых бобмит от такой мелочи.",из Минска,Москва,29,Россия,2
30,2.0,400685959.0,357831.0,"[id92093971|Костя], это был лагерь, мероприятие основанное WWF, собрались группы ребят подростков из разных городов, Уфа, Москва и другие. Мы просто жили, знакомились,ходили в походы по окрестностям, на Нургуш поднимались, конкурсы на литературные гимны в честь защиты природы, прочее. Однажды к нам приехала музыкальная группа из Норвегии и играли музыку на своих народных инструментах и дарили подарки.",из Норвегии,None,None,None,1
31,5.0,13430818.0,357699.0,"[id87856693|Иван], из грузии через абхазию можно, но проблемы все равно могут возникнуть, особенно если вы уже были в абхазии, причем заезжали, именно с российской стороны.",из грузии,Москва,100,Россия,2
32,17.0,375652814.0,357721.0,"[id14140541|Elena], вчера вернулся из Грузии. Через границу с Абхазией можно проехать, но нужно подавать документы минимум за 5 рабочих дней. Есть официальная процедура специально для путешественников. Но это долго платно и нет гарантий. Лучше прокатитесь и также вернитесь в Россию через Верхний Ларс. Если вы автостопом, то хороший вариант проехать через Азербайджан и там вверх вдоль побережья до России.",из Грузии,None,None,None,1
33,3.0,80438726.0,383906.0,"Молодцы ребята, тоже хочу из Уфы куда-нибудь стартануть",из Уфы,Санкт-Петербург,None,Россия,2
34,5.0,321631.0,383912.0,"[id80438726|Илья], если прямо из Уфы, то можно в Абзаново на речку Инзер, вот ездили с друзьями в 2013м https://vimeo.com/66549839",из Уфы,Москва,None,Россия,2
35,5.0,29895570.0,383663.0,"Две недели назад вернулись из Норвегии.Стопили там 9 дней , больше 20 минут не стояли нигде. Народ добрый и отзывчивый, английский перфектный у всех, кроме китайцев :D",из Норвегии,Daugavpils,None,Латвия,2
36,13.0,24279587.0,383380.0,"[id39537614|Иман], а ты из Азербайджана?)",из Азербайджана,Киев,116,Украина,2
37,14.0,8496820.0,380771.0,"[id6160078|Di], ага, надо рассказать это близким людям тех двоих парней-туристов из России, которых недавно убили на пляже в Абхазии. Отдыхали они там своей компанией с девушками, а местным что-то не понравилось.
Не спорю, есть и нормальные люди, которые на земле выросли, крестьяне, так сказать, простые люди. Но нафиг эта лотерея.",из России,Евпатория,None,Россия,2
38,1.0,155026408.0,379647.0,"Летом мы больше всего рады туристам из России: нехватка рабских рук на полях для выпаса кабанчиков - самая актуальная проблема.  
 А вообще не забывайте что ""Нехай щастить"" - это не ""Нехуй шастать"", а пожелание на удачу.",из России,Киев,32,Украина,2
39,10.0,13945264.0,379802.0,"фото - жуть. Если автор ""так видит"", то со ""зрением"" у автора проблемы. Вокзал в жизни куда красивее, чем на этих картинках. 
О проблемах туризма из России в Украину: их две:
- необоснованные предрассудки (и там, и там)
- невменяемые националисты (и там, и там)
Если свести вышеуказанное на минимум, то Вы не почувствуете разницы между поездками на Украину (аналогично - в Россию) до конфликта и после.",из России,Igny,None,Франция,1
40,12.0,139343033.0,379875.0,"[id155026408|Эхо], в том то и дело,что я из Одессы и рад туристам из России!от них есть толк,а чтобы у людей не возникало вопросов нехер так шутить ! уже дошутились до ручки!,а ты о классике о какой правда ??",из России,Одесса,None,Украина,2
41,13.0,18136046.0,408010.0,"Из переписки с одной путешественницей из Исландии:

- Don't u feel a little bored and frustratied travelling alone? Like u need to share your emotions, but there is nobody. I've tried travelling with friends and by myself. And in a group it's much more fun. But it's so hard to find that company.
- Oh, I feel exactly the same. Though I really like being alone, it's difficult and saddening to experience all the beauty by yourself. 'Happiness only real when shared'. I really wish to travel with someone, but it's extremely difficult to find a right person, and if you find wrong one, your trip may be ruined. I made this mistake once and I really would prefer to travel alone that time. But once you're with a person who suits you, travelling becomes even more deep and beautiful.",из Исландии,Северодвинск,None,Россия,2
42,9.0,108136238.0,407806.0,"[id53409600|Дмитрий], т.е. недавние случаи убийства туристов из России - вранье?",из России,Уфа,None,Россия,2
43,13.0,62061564.0,408071.0,и еще как выгоднее добраться из России в Японию? из Москвы?,из России,Волгоград,26,Россия,1
44,14.0,29940413.0,408115.0,"[id62061564|Татьяна], Aeroflot/JAL из Москвы. На один английский лучше не рассчитывать, выпишите/выучите пару базовых фраз на японском. Для перемещения там куча поездов разной ценовой категории - то есть можно как на электричках ездить (останавливаются у каждого столба), так и гнать на шинкансене (но будьте готовы выложить круглую сумму). Потому в помощь JR Pass - он может и стоит дорого, но стоимость окупится через пару поездок. Покупка только за границами Японии. Можно вообще на автобусах ездить, еасли уж прям надо сэкономить (среди студентов очень популярно, ибо дешево, да и зачастую можно ночевать в них по пути). Насчет ""как дорого"" - еда на улице не такая уж и дорогая, есть хостелы по вполне приемлемым ценам (но это если брать крупные города).",из Москвы,Киев,None,Украина,2
45,16.0,176053.0,408193.0,"[id62061564|Татьяна], 1. мы были в основном в крупных городах, почти все знали английский, проблем с общением не было. Фразы на японском мы учили только базовые (здравствуйте, спасибо, пожалуйста и т.д.)
2. мы были с 4 по 24 апреля. Цветение сакуры идет почти месяц в Японии, начинаясь с юга и плавно переходя на север.
3. тк мы были 3 недели решили JR pass не покупать, дорого. Ездили на обычных поездах и автобусах, по подсчетам так выгоднее получалось. Гугл достаточно хорошо показывает транспорт и цену, также смотрел rome2rio и японские сайты по транспорту
4. нам очень понравился Диснейлед Си в Токио который для более взрослых, там их 2)) Обязательно стоит побывать в Киото (город храмов). 1 ночь были у подножия Фудзи, город Фудзикавагучико на берегу озера, можно снять отель с видом на гору. Еще интересная аутентичная горная деревушка Сиракава-Го но туда надо летом или зимой, в апреле там еще ничего не цветет. И очень классно погулять по парку Нары с ручными оленями, которых там много. В конце видео есть темный замок Мацумото, очень фотогеничный. В дождливые дни мы ходили в онсены, японские сауны, там можно на полдня спокойно зависнуть =)
5. В Японии дорого достаточно. Хостелы стоили от 1000 руб. в день на человека. Но если ехать не в сезон цветения сакуры, то цены дешевле. Мы покупали часто готовую еду в супермаркетах, по вечерам там делают скидки на еду. Основные затраты это транспорт и жилье.
6. Если из центральной России ехать то наверное проще из Москвы. Мы купили недорогие билеты за 22000 у Airindia из Казани в Токио через Дели. Надо мониторить Вандруки, Пираты и т.д. =)",из Москвы,Казань,31,Россия,2
46,6.0,2664243.0,407483.0,Из Турции в Армению интересно тоже как),Из Турции,Москва,None,Россия,2
47,22.0,2176202.0,407510.0,"https://www.youtube.com/user/RomanKorolevShow канал о путешествие на машине из россии до юар и обратно, сейчас серии выходят едут назад примерно по такому же маршруту, может кому интересно будет, да и много рассказывают про пересечения границ и общения с африканскими полицейскими))",из россии,Йошкар-Ола,None,Россия,2
48,35.0,29940413.0,407529.0,"Из Нахичевани лучше уже в Иран, ибо в Армению путь заказан, разве что в один конец, штурм границы, история будет еще круче, чем с Лапшиным. Можно из Турции на Овякой, дальше на Багдад и в Иорданию. Там +-безопасно уже, в сравнении с тем, что было. Но главный вопрос - виза. Через Саудию и Кувейт - забудь. На Синае - АТО против ИГ. Судан-Египет - там Дарфур и Бир-Тавиль. В общем - нереально. Лучше стартуй до Испании, там в Марокко и по западному узбережью. Варламов с Ловыгиным так ездили, можешь глянуть что ждет.",из Турции,Киев,None,Украина,2
49,45.0,17448872.0,407548.0,"Месяц назад в Грузии общался с иранцем, которого не пустили на его авто в Иран из Турции. Сказали вносить залог равный рыночной стоимости авто и всего что внутри. Он с горя в Грузию поехал сразу, так что инфа свежая.",из Турции,Москва,None,Россия,2
50,9.0,5039040.0,356732.0,"[id49793961|Никита], туда из Литвы летел, полная запись про это путешествие по Скандинавии у меня в группе есть)",из Литвы,Москва,None,Россия,2
51,31.0,4543888.0,356066.0,Только вернулся из Кореи где был две недели. Не рекомендую коды convers. Даже с ортопедическими стельками ноги жутко уставали и болели суставы к концу дня. В следующий раз возьму трекинговые кроссовки),из Кореи ,Нижний Новгород,None,Россия,2
52,19.0,424227.0,355796.0,"[id28538094|Пашка], не всегда так везёт. Наблюдала в Италии картину : ехали люди с билетами ( французы на конференцию), как выяснилось - не знали, что нужно прокомпостировать в валидаторе, до остановки оставалось 5минут , пришла контроллёр , не увидела их большого багажа и прикопалась,что они специально не прокомпостировали и могут так туда-обратно пару раз за день покататься . Билеты были по 25евро каждый...и им она выписала штраф на такие же суммы, потребовав паспорта и записав все данные. В случае неуплаты,через месяц к сумме припишется нолик, т.е не 50евро,а 500будет. Если бы их чемоданы рядом стояли -она бы не докопалась. Африканских зайцев просто выгоняют из поезда и никаких штрафов. А тут порядочные люди из-за незнаний попали... То,что ты опаздывал на поезд и не успел вставить билет в валидатор -никого не волнует ,есть правило -пройди в первый вагон и там кондуктор -даёшь ему билет и говоришь *я опаздывал -нет отметки* - он подпишет ручкой время проверки и всё ок.
 Сама однажды ехала зайцем из Венеции Санта Лючия в Венецию Местре , пути 5минут и меня оштрафовали ) Билет 1,5евро стоил ,штраф на 6выписали ))). А вот едешь с билетами и ни разу не проверят же ). Обидно даже ))
PS друзья из Италии пользуются Блаблакаром , про аналоги не слышала.",из Италии,Санкт-Петербург,None,Россия,1
53,10.0,18693105.0,414050.0,"[id31289412|Kostya], из Беларуси не выпустят с багажником бенза 😎",из Беларуси,Минск,24,Беларусь,1
54,15.0,18693105.0,414160.0,"[id31289412|Костя], одной из наших целей было пересечение альпийского хребта из Италии в Швейцарию, что, собственно, мы и сделали 😊",из Италии,Минск,24,Беларусь,1
55,33.0,92154216.0,415055.0,"Куба- очень крутая страна, отдых дикарем там никогда не будет дешевле отеля «все включено», на этом и зарабатывают. Мы ездили забронированным туром, а наш друг - сам, то на то и вышло) только нет проблемы искать дешевле питание, каждый день креветки, фреши и прочие радости отельного олл инклюзив) 
За подарок резиночка или колготки из России Вас запросто переселят в улучшенный номер, если он есть, а уборщицы и официантки будут Вас обожать, для них это лучше евро)) 
Страна - социалистическая - в магазинах все одинаковое и по одной цене: сигары, ром, мыло-все) 
В частных лавках - другой вопрос) 
Да и никто от туристов местную валюту не принимает, как и от туроператоров, которые уже там годами живут. Для приезжих цены другие, и для своих законы строгие.
Уехал из страны спортсменом в другую страну, например, тебя лишили гражданства. 
Куба - очень интересная, можно найти экскурсии от местных на ретро-авто, но Гавана - столица, однозначно не постоянное место путешествия, а одно из! Как и большинство столиц Мира) 
Отсюда и цены - столица)местные говорят так: обокрасть ближнего - никогда, украсть у государства - да)",из России,None,None,None,1
56,4.0,70342582.0,413625.0,"Просмотри расписание на оф сайте укр зализныци, там очень классная и подробная навигация. Как вариант предварительная бронь билетов через знакомых из Украины. В свое время опаздывал на все что можно прямое так катался крюками и пересадками. Вообще было всего раз что проторчал в Харькове день но проблема была не в местах а в наличии транспорта.
На бла бла каре может подфортить...",из Украины,Дондюшаны,None,Молдова,2
57,18.0,219376720.0,413649.0,"из Орла по дороге удобно проезжать через Беларусь и город Гомель. Орёл-Гомель билет точно не скажу но до Брянска стоил что-то около 600 российских руб автобус. Гомель-Киев автобус стоит 7 долл, и ночной поезд из Киева до Львова в купе стоит 15 долл. всегда так езжу. 

меседж такой - до Киева любой ценой и после ночной поезд. см. сайт укрзализници :)",из Киева,Минск,26,Беларусь,2
58,15.0,21836994.0,338183.0,"А сколько у WizzAir стоила перевозка ""спортивного инвентаря""? Там же с пересадкой лететь, если из Москвы...",из Москвы,Дубна,None,Россия,2
59,25.0,964611.0,337663.0,"не беря в расчет шамбалу и рериха. Объясните зачем все так пруться в Лхасу за стотыщпяцот рублей получая пермиты и прочий гемор. Если есть тот же Тибет, те же Гималаи в Индии с треками выше 6000 метров, буддийскими ступами, паломниками итд, без пермитов и прочего, куда можно добраться из Москвы до 21 000 рублей за дорогу туда-обратно",из Москвы,Санкт-Петербург,None,Россия,2
60,8.0,23506093.0,314942.0,"мы такой опыт в России ставили в этом году, только была 2108, купленная за 25 000, проехали 13 000 км из Питера на Алтай и обратно, машина до сих пор ездит каждый день, https://vk.com/club121983380",из Питера,None,None,None,2
61,0.0,62024977.0,314805.0,дешевле всего брать в две стороны сразу из киева:,из киева,Харьков,None,Украина,2
62,5.0,118314569.0,314815.0,Из Норвегии за 120+ евро можно найти :),Из Норвегии,Львов,21,Украина,2
63,58.0,74192586.0,314309.0,"[id140072282|Дмитрий], я из Украины, точнее из Донбасса. Последние 4 года прошли для меня не лучшим образом, однако свою страну я объездил вдоль и поперек. Я не жалею ни о чем.",из Украины,None,27,Украина,2
64,2.0,27183511.0,314071.0,"[id13706696|Юра], в Гонконге ничего не ставят, но если едешь из Китая, то выезд поставят на китайской визе",из Китая,Авдеевка,None,Украина,2
65,10.0,181953.0,314046.0,"[id102675870|Артур], не за что 😉
Для всех желающих, их Телеграм http://telegram.me/zzztrip
Веселые, познавательные вести из Индии (сейчас в Гоа)",из Индии,Ярославль,None,Россия,2
66,11.0,10876799.0,379265.0,"[id24487861|Рома], да, в россии 15-20 точно будет стоить) я нашел русского туриста с банковской картой и перевел ему на карту через онлайн банк деньги. а он мне наличку дал. на месяц хватило, а через месяц мне привезли карту из России",из России,None,None,Россия,2
67,1.0,35518474.0,379034.0,"На сколько я знаю, без штампа о регистрации паспорт считается недействительным, следовательно вас скорее всего из Украины не выпустят.",из Украины,None,29,Россия,1
68,7.0,3068361.0,379048.0,"У меня была такая ситуация. Когда выезжала из Украины на отсутствие прописки ничего не сказали, когда обратно заезжала, спросили ""где прописка?"", честно ответила ""в связи со сменой квартиры из одного места выписалась в другое вот сейчас вернусь и пропишусь"".
""Хорошо, счастливого пути""",из Украины,Бахчисарай,29,Россия,1
69,9.0,81507.0,378784.0,"[id32097|Tamara], на поезде из Питера до Кандалакши, дальше заброска. Поезд 21-22 часа где-то идёт.",из Питера,Санкт-Петербург,None,Россия,1
70,13.0,21836994.0,378552.0,"А из Индии в Африку как перебрались?
Из Абу-Симбела в Судан новым паромом? или старым из Асуана в В-Халфу?
а какой у Вас вообще маршрут автостопной кругосветки, если вы оказались в норвежской деревне?
А из Кении добрались до ЮАР, которая теперь безвизовой стала?",из Индии,Дубна,None,Россия,2
71,11.0,3574488.0,342503.0,"Ездил автостопом из Питера до Пекина (а потом уже не стопом до Вьетнама):
https://vk.com/asia_is_now",из Питера,None,None,Россия,2
72,8.0,382292976.0,342739.0,Монах на первом фото явно из Таиланда прибыл ),из Таиланда,None,35,None,2
73,47.0,82304071.0,342166.0,"Мне и любимому предстоит скоро большое путешествие по многим странам. Начнём с Азии. Знаете, тоже есть большой страх, потому что я намерена брать свою собаку (чихуахуа) с собой. Переживаю за него. Как он всё это перенесёт. Я решила для себя просто начат общаться с людьми из той страны, в которую еду. На соответствующие форумы захожу и читаю всё. Все советы, все обычаи. Понимаю, что на деле всё окажется иначе, но я просто хочу быть готова к каким-то событиям, чтобы не растеряться на месте. Молодой человек говорит, что я это зря. Но моя привычка ко всему готовиться и планировать заранее не даст мне сойти с ума ( я очень эмоциональная). С другой стороны, пережив клиническую смерть и имея ""последнюю"" ( как на тот момент я думала ) и единственную мысль -  я ничего в этой жизни не сделала ... я знаю, не больше страха и чем больше о нём думаю, тем больше ошибок я совершу. Когда начнётся наше путешествие, у меня есть идея сделать блог путешественника с собакой дикарями, я по-любому скооперируюсь с кем-нибудь из путешественников и сделаем потом сайт для этого. И мы обязательно поделимся всем опытом, который мы получим со всеми) мне так проще воспринимать будет. Превратить это в игру) главное, чтобы всегда были люди, которые будут на одной волне)) чуть ближе к путешествию, я обязательно напишу в эту группу, и может быть нам повезёт и мы найдём не пьющую пару ( выпивающую возможно, но не бухающую, сами мы не употребляем алкоголь) и пару стран посетим вместе. Ну, а на самом деле, всегда тяжело покидать зону комфорта. Но все наши негативные эмоции это результат нереализованной энергии. Как только человек перестаёт залипать в одном городе (особенно, как я - из Москвы), он меняется и ценности меняются в первую очередь. Из тупенький шмотницы, которая гналась за брендами и каким-то там несуществующим статусом, коего у меня и в помине нет, я превратилась в любопытного зверька в хорошем смысле слова. Я знаю, что это даст мне силы для того, чтобы вылечить депрессию без антидепрессантов и психиатров. Я буду получать впечатления каждый день, находясь даже в другом городе. Начнём мы с Индии, затем Непал, Бали, Тай ) в общем, пока что самые популярные и весьма недорогие страны для путешествия дикарями. Ну, и собственно, эти странны, где нет строгого визового режима. А уж то, если уважать традиции страны, в которую ты едешь, даст огромные преимущества. Ну, и какое никакое знание английского языка и несколько фраз на родном языке страны посещения.",из Москвы,Москва,25,Россия,1
