,age,city,country,from_id,id,miss,sex,text
FALSE,None,Москва,Россия,10118222.0,1553369.0,из Грузии,1,"Вначале я подумала, что девушка из одной из Скандинавских стран. Они там любят готик-имидж . Была удивлена , узнав , что она из Грузии. Очень понравилась. На этом конкурсе она однозначно лучшая."
FALSE,None,Москва,Россия,101894738.0,2100641.0,из России,2,"я за Харьков, либо Днепр. Люблю эти два города) да-да, я из России"
FALSE,111,Коломна,Россия,101952112.0,7711910.0,из Москвы,1,"[id401304295|Феликс], вы будто мои мысли читаете.  Вот только сегодня ехала из Москвы в Коломну. Не успеешь выехать из столицы - уже сплошная деревня, трубы эти огромные , кладбища на каждом шагу , разруха ,дома уродливые, мрак ,грязь ... И это ещё даже Москва! Боже ,мы будто в аду. Мне хотелось повеситься прямо в автобусе."
FALSE,19,Барнаул,Россия,102226900.0,2085911.0,из России,2,"[id156791830|Тетяна], но ты забыла сказать о том, что зрители из России дали Украине 10 баллов!"
FALSE,30,Петрозаводск,Россия,1022532.0,2291743.0,из Украины,1,"[id85390953|Сергей], мне абсолютно всёравно перекроют границу или нет. Мне никто не помешает любитьи видеться  и дальше с моими родственниками , друзьями из Украины. А ваше злое высказование лишь только ваше...Большинство Украинцев имеет др.мнение. Ну а таких как вы меньшинство. Я ЛЮБЛЮ ВАС БРАТЬЯ И СЁСТРЫ СЛАВЯНЕ❤.
ПУСТЬ В ЕВРОВИДЕНИЕ 2017 ПОБЕДИТ СИЛЬНЕЙШИЙ😁"
FALSE,None,Иркутск,Россия,102373087.0,18117456.0,из России,1,А лучше бы путешествовала нахрен из России
FALSE,25,None,Россия,10259756.0,7514660.0,из Китая,2,"[id19896369|Виталик], ""не дадут"", ""не дают"", ну кто вам чего не дает-то) у меня одноклассник в Хабаровске освоил программы по 3д моделированию, выполняет заказы для компаний, спокойно выходит 200к, другой из Китая че-то возит. Арбитражники, дизайнеры. Все зарабатывают. Осваивайте профессию и делайте деньги. Всем все дают. Нет ничего проще, чем делать у нас малый бизнес. Загибается средний и малый при переходе в средний. Когда уже есть что с него брать."
FALSE,25,Омск,Россия,102743531.0,2345218.0,из Португалии,1,"[id101139264|Syuzanna], Сальвадор из Португалии"
FALSE,None,Тольятти,Россия,10299857.0,357653.0,из Казахстана,1,"[id90623485|Равиль], да, я сама из Казахстана. Российские они постоянно останавливают. В Грузии такого вообще нет."
FALSE,None,Екатеринбург,Россия,103085004.0,1903557.0,из России,1,"[id363756765|Make], 😆 я из России))))Но все равно спасибо!"
FALSE,None,Томск,Россия,103094423.0,2336497.0,из России,1,"[id8416774|Алевтина], если ты из России, то мы не голосуем в этом году"
FALSE,26,Москва,Россия,10357948.0,2254317.0,из Молдовы,2,Простите меня участники из Молдовы но их выступление на уровне 89 года СССР
FALSE,None,Ярославль,Россия,103674892.0,1625173.0,из Дании,2,"[id240456700|Томас], в 2000 Евровидение проходило в Швеции. Победил тогда коллектив из Дании. В 2013 проходило в Швеции,победила Дания. 
Вот)"
FALSE,32,Санкт-Петербург,Россия,103792.0,334474.0,из России,2,"Как-то в Тае спросили:
— а вы откуда
— из России (повторил несколько раз, пояснил, что русиа, раша)
—а где это?
— это рядом с Японией, — ответил я. 
—а, понятно.
"
FALSE,None,Волжский,Россия,103799210.0,1946465.0,Из Израиля,2,"[id138567938|Влад], Из Израиля который"
FALSE,None,None,Россия,103887423.0,2351721.0,из Киева,1,"[id246171927|Марина], такой бред мог сказать только фейк из Киева"
FALSE,None,Санкт-Петербург,Россия,103905438.0,2334990.0,из России,1,Как Голосовать если ты из России?
FALSE,None,None,Россия,104014181.0,7678482.0,из Перми,2,"Я знаю канал парня из Перми, который делает лего-мульты, но не могу вспомнить. Я от него отписался - меня раздражали проблемы со звуком."
FALSE,None,Саров,Россия,104057772.0,1654550.0,из России,2,"[id332331041|Иван], сам бы проголосовал, но я тоже из России"
FALSE,None,Москва,Россия,104754554.0,7754082.0,из России,2,"[id137910551|Максим], 1) лол блять, в той же США оно бесплатное, ага, 2 раза, у нас оно частично бесплатное (поступить на бюджет изи) 
2)качество медицины растет, есть над чем работать, но большой прогресс уже есть
3)Насчет качества образования, технари из России все еще ценятся во всем мире
4)Зарплаты надо увеличивать, да."
FALSE,27,Астрахань,Россия,104768540.0,2218394.0,из Исландии,2,"Прочитав все комментарий, в основном обсуждают  3 страны : Азербайджан, Болгарию и Италию. P.S Послушайте внимательно исполнительницу Svala из Исландии 😍  голос просто 👍 образ просто космос 👽 песня 🔥"
FALSE,34,None,Россия,10500671.0,2322924.0,из России,1,Жаль из России не могу посмотреть( ошибку выдает.
FALSE,None,Москва,Россия,105087072.0,17648583.0,из Москвы,2,"Питер сосёт деньги из Москвы с помощью бакланов , требую референдум и отделения от бакланов , даёшь независимость от Крестовского🤘"
FALSE,22,Кеврола,Россия,105156219.0,2206638.0,из Германии,2,"а то что акцент, вспомните победительницу 2010 года из Германии, Лену"
FALSE,None,Краснодар,Россия,10537148.0,1607367.0,из Азербайджана,1,"[id18114747|Арсен], почему так грубо? Армения на сегодняшний день не стремится выиграть конкурс. Что касается участников, были очень достойные представители Армении, Сирушо до сих пор популярна во всей Европе. Арам, в прошлом году, прекрасно выступил и прекрасно исполнил песню, которую они напополам с другом написали, причем не являясь профессиональным певцом. Если бы было так как вы говорите, то зрители не давали бы Армении большое количество баллов, и не отдавали бы им одни из первых мест в голосовании ( выше приведена официальная таблица, какая страна какое место присуждала)... Посмотрите.... Плохо оценили Армению жюри и именно поэтому, в общем итоге, баллов мало давали, так как сам вопрос очень щепетильный.... И мне очень странно, что являясь армянином, судя по фамилии, вы так грубо отзываетесь о своей стране... Также, очень хочу обратить и ваше внимание и всех остальных, кто участвует в обсуждении, что Евровидение - это конкурс песни, и нужно слушать песню! А все разводят политику... Мне очень часто нравятся исполнители и я активно голосую за них, несмотря на то, что к стране отношусь индифферентно... Мне нередко нравились исполнители из Азербайджана... Поймите, это музыка и песня, здесь нет национальности..."
FALSE,None,Тюмень,Россия,105409190.0,1586412.0,из Германии,1,"Голос необычный, что-то похожее на победительницу Лену Майер из Германии"
FALSE,22,Владимир,Россия,105600205.0,371264.0,из России,1,"[id16549544|Maria], а из России реально доехать стопом на машине без заграна?"
FALSE,None,Смоленск,Россия,105881348.0,17892877.0,из Казахстана,2,"[id284562994|Ася], пошукай в нэте, есть целые статьи с десятками рассказов от обычных людей. Когда развалился СССР русские начали массово уезжать из Казахстана. Их попросту  от туда выгоняли заставляя продавать свое имущество за копейки"
FALSE,None,Москва,Россия,1058877.0,2595611.0,из Германии,2,"Чудо-женщина. Поехали. Фильмы про супергероев женщин не выходили уже 11 лет. Последней была Электра с Дженифер Гарнер. Теперь время пришло. DC наконец добрались и до чудо-женщины.В общем и целом фильм получился легким, в нем много юмора про амазонку-воительницу в цивилизованном обществе. Галь Гадот прекрасно справилась со своей ролью, вот уж на кого действительно приятно посмотреть. Отлично справился и Крис Пайн, которого я в свою очередь зауважал за роль в фильме ""hell or high water"". Первая мировая война показана достоверно, а костюмы и декорации нельзя не отметить. Я не читал оригинальные комиксы и мне показалась тема с богами немного лишней. Достаточно было злодеев из Германии в качестве цели. А тут еще и боги вылезли, причем кастинг на роль Ареса очень и очень странный. Я обожаю Девида Тьюлиса, сейчас он прекрасно играет в 3 сезоне Фарго. Но его типаж абсолютно не подходит на роль бога войны. С этими то усами а-ля Игроь Николаев !!! Графика в фильме тоже на уровне, а количество взрывов заставляло подумать, что снимал этот фильм Майкл Бэй. Очень понравился заглавный саундтрек к фильму. Рекомендую к просмотру !

PS: Да, она сражалась на каблуках."
FALSE,None,Ульяновск,Россия,105949765.0,2363378.0,из России,1,"Кстати, если бы голосовала Россия, то скорее бы всего победила Болгария, так как у Кристиана, очень много поклонников из России."
FALSE,None,Воскресенск,Россия,10596439.0,1939193.0,из россии,1,Какой год уже болею за белорусь..хотя сама из россии.они достойны!! Жаль политика играет бОльшую роль. Сливают их..я расстроена..хотя знала что так и будет. Белорусь мы с вами!!! 👍👍
FALSE,22,Санкт-Петербург,Россия,105977642.0,2186767.0,из Киева,1,"[id290115002|Кирилл], запрещена. Может скажете, что на Украине хорошо относятся к людям, говорящим на русском? Агада, моя подруга из Киева очень бы посмеялась, если бы не боялась говорить правду.  Я не смотрю не Россию 24 , не Украину 46; я читаю новости изданий всех стран, на чем делаю свой вывод. Телевизор я смотрела наверное года 4 назад последний раз. Поэтому если хотите в этом меня упрекнуть - у вас с головой не ОК. Я говорю то, что мне говорят украинцы. У меня есть 10 примеров уничтоженных и убитых судеб, которые благодарят Россию за то, что она не изгнала их к чертям, а дала возможность жить и работать. И даже подруга, живущая в Киеве, расстроена, и очень сильно. Портят отношения с Россией? Да пожалуйста. Только когда те страны, которые это все и затеяли, поймут, что Украина им нахой не нужна и выкинут ее за борт, пускай к России даже не приходит."
FALSE,None,Москва,Россия,10630295.0,404522.0,из Китая,2,"Однако, сколько народу из Китая)"
FALSE,20,Климовск,Россия,106794855.0,1929826.0,из России,1,"[id183525194|Ольга], не судите по всем русским, мне лично очень нравится как поет Джамала и я из России и многие так думают, думаю просто нам нужно прекратить весь этот политический бред в комментах) А Джамале удачи! и Лазареву и вообще всем, пусть победит сильнейший, а это главное!"
FALSE,29,Санкт-Петербург,Россия,10697373.0,358795.0,из России,2,"[id15731344|Артём], не могу сказать. Я уехал из России в 2014 и больше там не работал. Знаю людей которые путешествуют почти без денег и зарабатывают на месте. Было бы желание. Денег никогда не будет достаточно, т.ч. либо забить на все и отправляться в путь, либо ждать удачного момента, который никогда не наступит."
FALSE,48,Петропавловск-Камчатский,Россия,107010829.0,351855.0,из Москвы,2,"[id6819148|Леонарда], билет на Канары из Москвы стоит 10 тысяч рублей в одну сторону? (с сентября по середину июня)"
FALSE,None,Санкт-Петербург,Россия,10701970.0,17613053.0,из москвы,2,"Можно было съездить из москвы в казань, а не покупать место))"
FALSE,None,Волгоград,Россия,107124198.0,2305117.0,из Эстонии,1,Мужик из Эстонии как Басков
FALSE,19,Шахты,Россия,107246968.0,1931634.0,из России,1,"[id291822263|Катерина], согласна, до сих пор в шоке... Я из России, но мне очень ваш номер нравится((((((("
FALSE,None,Санкт-Петербург,Россия,107329455.0,1910504.0,из Македонии,1,Надежда Бабкина из Македонии ...
FALSE,None,Москва,Россия,107908956.0,2025470.0,из Армении,1,За родину Россию из Армении😌❤️🇷🇺🇦🇲
FALSE,None,Уфа,Россия,108136238.0,407806.0,из России,2,"[id53409600|Дмитрий], т.е. недавние случаи убийства туристов из России - вранье?"
FALSE,None,Санкт-Петербург,Россия,108198509.0,1761330.0,из Эстонии,2,"[id96753914|Виктор], и Лауру из Эстонии😭"
FALSE,16,Севастополь,Россия,108397743.0,1580611.0,из Азербайджана,1,"Джастин Тимберлейк,только из Азербайджана"
FALSE,21,Москва,Россия,108414987.0,2027307.0,из России,1,как проголосовать из России? на какой номер отправлять смс?
FALSE,28,Сочи,Россия,1086910.0,7481112.0,из Москвы,2,"[id407510326|Ядвиго], вред несет каждая капля дыма, в ней канцерогены, просто маловероятно что от нее что то будет. но если курят постоянно вокруг люди, накуривают с балкона тебье в квартиру, ты в этом живешь. я живу на химиотерапии, я жопу рву чтобы максимум обезопасить от всего свой разваливающийся организм. если кто то хочешь себя травить - это его дело. но какое он имеет право травить меня? я в другой город уехал из Москвы чтобы выхлопными газами не дышать и продукты качественнее есть. да, я считаю, что и личным автомобилем в черте города пользоваться свинство. надо обложить машины такими налогами, чтобы если ты хотел не в общ транспорте ехать, а часами в пробках выпендриваться, то платил бы такой налог, что весь город благоустраивали бы с таких как ты. что вы все на машины переключаетесь? здесь другая тема. и машина хоть пользу несет какую то, а курение это просто наркотик, который несет только вред. даже если бы он был не вреден. перцовка даже полезна, кровь разгоняет. если они этой гадостью воняют мне противно в лицо или квартиру, почему бы мне им перцовкой не навонять? или ведро с говном не поставить перед окном? чем отличается?"
FALSE,None,None,Россия,10876799.0,379265.0,из России,2,"[id24487861|Рома], да, в россии 15-20 точно будет стоить) я нашел русского туриста с банковской картой и перевел ему на карту через онлайн банк деньги. а он мне наличку дал. на месяц хватило, а через месяц мне привезли карту из России"
FALSE,None,Санкт-Петербург,Россия,108846772.0,1587105.0,из Эстонии,1,Как можно из Эстонии проголосовать
FALSE,26,None,Россия,10889550.0,2225924.0,из беларуси,2,Первая реакция на ребят из беларуси после прослушивания песенки! красавцы!
FALSE,None,Курган,Россия,10907906.0,410930.0,из москвы,2,"Если давит город, можно переехать из москвы жить в Россию )))"
FALSE,None,Севастополь,Россия,109290541.0,17521770.0,Из Таиланда,2,"Ты еблан 
Тут спору нет 
Ты проститукам 
Из Таиланда
Хуй сосешь за 100 рублей"
FALSE,None,Курск,Россия,109334701.0,1540048.0,из Литвы,2,Швед победит. Второе займет Полина. А еще я сегодня в восторге от Аминаты из Литвы.
FALSE,None,Новосибирск,Россия,109376154.0,17733940.0,из России,2,"Ну блин... Тогда уебывайте из России, раз тут все плохо"
FALSE,33,Москва,Россия,1103321.0,2739906.0,из России,2,"[id391767062|Макс], согласен, но не забываем, что сейчас как и совсем недавно из России лепят очередную страшилку."
FALSE,19,Пущино,Россия,110349386.0,409401.0,из Испании,1,"У меня есть знакомые которые можно сказать автостопом из Испании добрались в южную америку на яхте через Атлантику. Нашли просто капитана которому нужна была команда, и он их взял"
FALSE,None,Самара,Россия,110379532.0,2226111.0,из Армении,2,"[id214483945|Məmmədova], да я так и понял)Но все равно мне нравиться песня из Армении и Азербайджан"
FALSE,26,Тула,Россия,111264941.0,2178612.0,из Минска,2,Доброй ночи! Есть из Минска кто не спящий?))
FALSE,None,Санкт-Петербург,Россия,111372808.0,1970272.0,из Болгарии,1,"[id150586099|Оля], мои родственники из Болгарии будут голосовать за Серёжу 🙌🏻"
FALSE,None,Тамбов,Россия,111382418.0,1941917.0,из России,1,"Хоть я и из России, но мне понравилось выступление Украины, до мурашек даже"
FALSE,None,Санкт-Петербург,Россия,11153183.0,1877561.0,из Азербайджана,2,"Давно такой параши не было) Не прошёл Серхат и Эстонец, зато прошли полуголые толстые одинаковые скучные бабы из Азербайджана, Мальты и т.д.. Ясно)"
FALSE,None,Сургут,Россия,111637218.0,1555475.0,из Латвии,2,"Понравилась Амината из Латвии, необычная девчушка😊  а так никто не зацепил больше."
FALSE,None,Киров,Россия,112459631.0,1942587.0,из России,1,"[id155978475|Nata], какой нахер гей??? Че дура, у него девушка есть. Про стольких артистов из России  говорили, что они геи....лол"
FALSE,None,None,Россия,112806251.0,2346199.0,из молдовы,1,молодцы ребята из молдовы
FALSE,None,Киров,Россия,112806828.0,1553203.0,из Эстонии,1,"Если честно, в принципе плевать, плагиат номера у шведа или просто ""заимствование"". Не нравится мне в этом номере то, что, в принципе, ничего особенного в этом номере нет. Сам артист ровным счетом ничего не делает - зрелищность только за счет спецэффектов. Наша Гагарина и итальянцы вот вокальными данными поражают, и это, на мой взгляд, намного-намного круче, чем в нужный момент махнуть рукой) Так же как и намного круче дуэту из Эстонии просто смотреть друг другу в глаза, как намного круче патриотический порыв армян и зажигание по -полной от Израиля)"
FALSE,19,Кашин,Россия,112861912.0,1519696.0,из Грузии,2,"[id150274102|Марина], врятлЕ блин,боже... Вряд ли ты где-то выйграешь,хуйня это ты! У Полины и дамы из Грузии сегодня были самые шикарные выступления! У ""пышечки"" из Сербии чертовски сильный и привлекательный голос. Полина будет в 3 сильнейших. Мне вот интересно,ты понимаешь что-нибудь в музыке? Или первый раз Евровидение смотришь? Гнать на наших не надо! А то...мало ли... ВРЯТЛЕ выйграем!"
FALSE,None,Москва,Россия,112953661.0,17398888.0,из Австрии,2,"А потом узнаётся, что богатая сестра не оправдала надежды богатого дяди, а имущество и бизнес, которым она пользовалась, принадлежали именно дяде. Перед тем, как трагически скончаться от болезни, которая прогрессировала вот уже 12 лет, дядя успевает переписать всё имущество и этот самый бизнес на другую сестру, которая была бедная. Чувства сестры No1 угасают к мужу второй и тот остаётся со второй сосать хер. А бизнес партнёр из Австрии встречает в командировке в Дании сестру No1 и у них рождается ещё два ребёнка, но оба с отклонениями. Конец первого сезона."
FALSE,37,Тверь,Россия,112961122.0,1538037.0,из Швеции,1,Парень из Швеции победитель!! Пусть у нашей Полинки будет хоть 3 миллиона просмотров!((
FALSE,None,None,Россия,11309029.0,900009.0,из Австралии,2,"""В целом по сезону""? У тебя сезон состоит из Австралии, Бахрейна, Монако, Венгрии и Сингапура? :D"
FALSE,None,Красноярск,Россия,11323347.0,2292819.0,из Армении,2,"Весело было б, если кто-нибудь из глашатаев стран СНГ, например из Армении, раздавал баллы на русском языке))) Или в конце сказал, что 12 балов идут...России))) Потом, отшутился бы))"
FALSE,None,Барнаул,Россия,113514204.0,2312244.0,из Израиля,1,Котяра из Израиля прошёл🎉
FALSE,None,Москва,Россия,113644264.0,1927234.0,из Грузии,1,Да простят мои братья и сестры из Грузии ...но Беларусь была лучше
FALSE,22,Санкт-Петербург,Россия,113936806.0,1897872.0,из России,1,"[id89219038|Анжелика], Маша из тех людей,  которые не были на Домбасе и о гражданской войне знают из ящика.
У меня на Донбасе 4 человека воюют, трое погибли. И, да. Они не из России, они на своей земле воюют! Они свои дома защищают! 
В общем у них нет аргументов ароме как орать, что Крым-Украина.
И ничего страшного, что Украина состоит из разных земель бывшиз грсударств - из Польши, России и т.д."
FALSE,None,Великий Новгород,Россия,11395026.0,7534792.0,из Киева,2,"[id308105863|Александр], действительно, почему Крым потерял свою автономию и главу Крыма стали назначать из Киева? Почему мнения большинства жителей Крыма не учитывалось более 25 лет? А зачем нужно! Ведь, это какие-то русские!"
FALSE,26,None,Россия,113950822.0,1952619.0,Из Франции,1,"Из Франции тоже на французском поет, думаю они оба фавориты."
FALSE,16,Воронеж,Россия,114113369.0,1508189.0,из Финляндии,1,"#евровидение2015 Молодцы ребята из Финляндии👏😱 они показали всем, что даже такие особенные люди могут много добиться😢 а от комментариев выше просто слезы наворачиваются😔😔 зачем вы так на людей с ограниченными возможностями😥"
FALSE,None,Мурманск,Россия,114211697.0,7739996.0,из России,2,"• В Гаагском трибунале подсудимый объявил, что отправил финнам беспилотники с сигаретами из России;
• В Подмосковье школьник напал на контрабандиста с ножом; 
• В Крыму приняли яд после списания с местных жителей украинских кредитов;
• Контрабандисты отменили обязательное изучение татарского языка в школах;"
FALSE,None,Москва,Россия,114320214.0,1886181.0,из Эстонии,1,Ахахах альфач из Эстонии 😂😂😂 этот взгляд 😂😂😂😂
FALSE,None,Новосибирск,Россия,114420682.0,1942445.0,из Латвии,2,"Мне больше со второго полуфинала по братски понравились Грузия и Беларусь, у прибалта из Латвии тоже сильный номер."
FALSE,None,Ульяновск,Россия,114455650.0,1521445.0,из Македонии,2,"Белорусы где, да и Даниэль из Македонии норм спел"
FALSE,None,Казань,Россия,115075983.0,17434261.0,из Белорусии,2,Просто она хотела к менту из Белорусии
FALSE,21,Пермь,Россия,115107940.0,7479461.0,из Сербии,2,"Видел одного туриста-зоофила, из Сербии прилетел."
FALSE,26,Санкт-Петербург,Россия,11536637.0,1541244.0,из Черногории,1,"Офигеть,Стас Михайлов из Черногории прошёл,а чехи и швейцарцы нет."
FALSE,22,Москва,Россия,115767430.0,1606671.0,из Италии,1,"Букмекерская компания относила нас чуть ли не к 10, но Полина молодец, мы всё-равно вчера при голосовании были и на первом тоже, просто некоторые люди,которые обвиняют в плагиате, не понимают что за этим стоит сложная работа. По мне так Швеция не самая лучшая, и я это говорю потому что это моё мнение. Латвия ещё понравилась, потом парень из Италии не плохо пел согласитесь, но Швед вышел только лишь за счёт номера, всё."
FALSE,24,Санкт-Петербург,Россия,11585466.0,1927063.0,из Белоруси,1,Обидно за парнишку из Белоруси!
FALSE,28,Санкт-Петербург,Россия,115940562.0,7690061.0,из России,2,"[id417083420|Marat], конечно, чувствую. Достаточно из России въехать в Украину и сразу видно цеевропу из каждой помойки"
FALSE,None,Санкт-Петербург,Россия,11599388.0,418257.0,из питера,1,"[id32620015|Кир], бич пакеты,консервы с собой.раза 3 позволили себе в заведение сходить поесть и на рыбном рынке)плюс супермаркеты посещали скрепя сердце).из питера на пароме.спали везде.к сожалению просто бесплатно поставить палатку вообще негде!!!все сделано для того,чтобы за кемпинг платить."
FALSE,None,Воронеж,Россия,116175700.0,17703845.0,Из Китая,2,Из Китая в Россию же
FALSE,18,Ростов-на-Дону,Россия,116421362.0,2331577.0,из Украины,1,"[id372253800|Катрин], причем тут песни и конкурсанты? Шутили об организации, а она на высшем уровне. 
И нет, я не из Украины, а из России, просто смотрю на вещи адекватно."
FALSE,None,Москва,Россия,116563794.0,1517017.0,из Бельгии,1,"[id305006678|Olya], не знаю, мне вот понравилось, как Лоик из Бельгии спел)"
FALSE,None,Россошь,Россия,116589430.0,17572890.0,из Китая,2,Взял Андроид из Китая(Али Экспресс)доволен как слон👍
FALSE,None,Москва,Россия,116809343.0,1902223.0,из Азербайджана,2,"[id325444774|Асмик], как ты думаешь , а армяне убивала мирных жителей из Азербайджана  ? И кто начал войну?"
FALSE,None,None,Россия,117004125.0,7687583.0,из России,2,"[id298143631|Эрик], Осталось только понять почему эти лохи живут на порядок лучше не лохов из России, которые в принципе не будут сортировать мусор переде тем, как его выкинуть."
FALSE,None,Сыктывкар,Россия,11728652.0,363761.0,из Перми,2,"Всем адекватным большое спасибо, подружку придется искать по месту всё остальное постараюсь взять с собой из Перми ,для дебилов я не собераюсь сидеть 24ч в сутки в палатке и в Крым еду по делам купил там землю нужно время доделать документы+учился там на Е категорию и лицензия у школы оказалась украинская щя в перми сдать не могу нужно сдать в симфе,, и работаю там в такси для потдержки штанов жилье за 25к снимать не хочу. Надоест в палатке сниму домик в межводном или курортном за 300р-500р в сутки, а так же ишу компанию на время отдыха желательно женскую и красивую)"
FALSE,None,Пермь,Россия,11758390.0,2506690.0,Из Испании,2,"[id83558646|Макс], Кредо Убийцы 2: Из Испании в США"
FALSE,None,Санкт-Петербург,Россия,117791.0,2020273.0,из Австрии,1,"[id62974232|Ксюша], из той же, что и Кончита, из Австрии"
FALSE,23,Челябинск,Россия,117801350.0,1523839.0,из Беларуси,1,"[id175127677|Change], мне тоже из Беларуси не понравились, к сожалению(((("
FALSE,33,Курск,Россия,11825139.0,1912572.0,из Австралии,1,"Кореянка из Австралии, супер!!!!!😇😇😇"
FALSE,24,Москва,Россия,118974247.0,7543757.0,из Австралии,2,Дожили! Теперь осталось только из Австралии плохую новость получить.
FALSE,26,Магнитогорск,Россия,11926785.0,389027.0,из Италии,1,"Эта долина как говорится ""забоянена"". 2-3дня хода от ближайшего населенного пункта, на пути встретился Скороход, добежавший и за 1 день. Пешие и конные туристические группы проходят мимо каждые несколько часов. Туда ходят с маленькими детьми, встречалась группа бабушек и дедушек из Италии, а на самом Кучерлинском озере целая тур база отстроена с минимаркетом и баней.
 Единственное понимание, что ты где то в особом месте, это то, что на мосту в Тюнгуре нас встретили погранцы, проверили паспорт, а на тропе была табличка ""природный парк Белуха"".
 
Самое досадное то, что уровень Культуры у многих туристов недостаточно велик и вдоль тропы десятки стоянок с кучей мусора и туалетной бумагой вокруг. 

Так что не требуется туда ни разрешение, ни пропуск. Возьмите паспорт, запас еды, Блок сигарет (даже если не курите) и спирта. Прогуляетесь, нарадуетесь, и если имеете торговые навыки то и подзаработаете на маленьких слабостях туристов))"
FALSE,None,Санкт-Петербург,Россия,119287822.0,7489103.0,из японии,2,Робот из японии и робот из россии
FALSE,26,Санкт-Петербург,Россия,1192983.0,7534254.0,из России,2,"На самом деле мысль здравая. Провести второй референдум. Пригласить наблюдателей из России, Украины и всего остального мирового сообщества. И посмотреть что решат сами жители Крыма(до голосования должны быть допущены только люди имевшие прописку в Крыму до известных событий). Потому что Крым принадлежит не Украине, не России, а жителям Крыма. Но в соответствии с законами РФ это невозможно, поэтому такого не будет. И да, это лишь моё оценочное суждение а не лозунг или призыв к действию"
