,Unnamed: 0,from_id,id,text,miss,city,age,country,sex
4,4.0,105881348.0,17892165.0,"В школьные годы со мной в одном классе учился парниша переехавший с Казахстана. На вопрос почему от туда чухнули, он ответил, что после развала СССР, там начали русских вырезать.",с Казахстана,Смоленск,None,Россия,2
5,5.0,217215945.0,17892298.0,"[id84308907|Евгений], с Казахстана не едут жто с других стран вроде кыргызстана, узбекистана,таджикистана и т.д. казахов гастарбайтеров в россии очень мало",с Казахстана,Санкт-Петербург,None,Россия,2
6,6.0,105881348.0,17892347.0,"[id240482529|Талаптан], не было? Я написал, что когда учился, мне товарищ рассказывал, что они чухнули с Казахстана из-за того, что сразу после развала СССР там начали вырезать русских.

Ты мне говоришь, что этого не было? Да я с ним отучился с 5 по 11 класс, ты мне говоришь что этого не было, да откуда тебе знать? Я школу закончил, когда тебе и 5 лет не было.",с Казахстана,Смоленск,None,Россия,2
7,7.0,62356503.0,17892561.0,Кто с Казахстана лайк),с Казахстана,Москва,None,Россия,2
8,8.0,449864693.0,17892806.0,"То-то куча русских уехали от туда. Это в России всем места хватает, а в Казахстане эти 6 человек на кв км попросят свалить. У нас много русских с Казахстана и чёт ехали они сюда не от хорошей жизни. В Казахстане можно отдыхать, но не жить. Как Назарбаев в ящик сыграет, то вообще хз чё будет. Если даже в республиках в составе России не очень всё хорошо по межнационалке, то что уж говорить о Казахстане.",с Казахстана,Ялуторовск,30,Россия,2
9,9.0,281073455.0,17892867.0,Я с Казахстана,с Казахстана,None,None,None,2
10,10.0,439437105.0,17893510.0,"[id237769556|Евгения], Ты с Казахстана?",с Казахстана,None,None,Сент-Пьер и Микелон,2
11,11.0,237769556.0,17893673.0,"[id439437105|Александр], Да я с Казахстана.",с Казахстана,Praha,20,Чехия,1
12,12.0,210927790.0,17893781.0,"Я с Казахстана,и я хочу умереть(",с Казахстана,None,None,Гондурас,2
13,13.0,441582319.0,17894013.0,"То чувство, когда администраторы поменялись и теперь они с Казахстана",с Казахстана,Оренбург,28,Россия,2
14,14.0,94269626.0,17894651.0,Я с Казахстана)и я Русский,с Казахстана,Павлодар,23,Казахстан,2
15,15.0,270492884.0,17899881.0,"[id6904008|Ефим], детская травма? К тебя видимо бросили. Кто то с Казахстана",с Казахстана,Астана,33,Казахстан,2
16,16.0,216074274.0,17902028.0,Салам с Казахстана,с Казахстана,Атырау,None,Казахстан,2
17,17.0,335559108.0,17904418.0,"[id376430471|Андрей], я сам с России, казахский не знаю. Хотя сам казах. Был только в северных городах. Астана, Актюбинске и в Уральске. Все на русском разговаривают. Особенно в Уральске. Наверно потому что русско-язычного населения больше. Во всем Казахстане русских и казахов где-то 50/50.",с России,Оренбург,27,Россия,2
18,18.0,449880017.0,17932523.0,Я с Казахстана  казашка  с Алматы и я думаю причем тут Казахстан  люди сами решают где жить куда уехать это не  зависит  от родины я например хочу свалить в Россию мне нравится  Москва и против ничего не имею я просто не могу понять зачем просто тут сидеть ребята и друг друга материть ну и нафиг  ребята давайте жить дружно каждая страна по своему красивая и прекрасная,с Казахстана,Алматы,None,Казахстан,1
19,19.0,273557123.0,17895043.0,Я отношусь к тому что надо валить с России,с России,Мурманск,116,Россия,2
20,20.0,66194922.0,17888336.0,"[id244221975|Прасковья], а черт, ты же с Украины",с Украины,Москва,None,Россия,2
21,21.0,424014739.0,17888203.0,"[id357409437|Николай], прислали с Молдавии вина 😜😋",с Молдавии,None,26,None,2
0,0.0,228392188.0,17493629.0,"[id286907287|Александр], сейчас многие рофлят с этого, но я с Украины😉",с Украины,Berlin,19,Германия,2
1,1.0,150351110.0,17484953.0,"Хорошо что уехал с Украины, ПОЗОРИЩЕ А НЕ СТРАНА",с Украины,Рязань,25,Россия,2
2,2.0,299413210.0,17488093.0,Когда ты с киева и вообще похуй,с киева,Киев,23,Украина,2
3,3.0,331023114.0,17498838.0,"[id429705535|Роман], у тебя мозги вообще на бекрень.
Почитай книжек что-ли, узнай кто такой Махно и что с ним сделала красная падаль в лице большевиков. Ты даже начало айзберга не видишь, а уже лезешь в споры.
Малой, я старше тебя лет на 5-6 точно, у меня к тебе никакой ненависти - мне тебя жаль. Если реально интересно, почитай о Махно, узнай за что боролись анархисты, узнай как своих же ребят красная падаль убивала и как они делали революцию за бабки с германии.",с германии,Саратов,None,Россия,2
4,4.0,372735006.0,17465829.0,"[id154537035|Андрей], Чел я с казахстана, я могу говорить как на твоем языке так и на нашем) кто тупее тот кто знает 2 языка или тот кто исправляет подчеркнутое на родном языке?) А ты не огорчайся и не ной, что все праздники один, может ты и один потому что такой нытик)",с казахстана,None,25,None,2
0,0.0,116761305.0,17847157.0,самое ржачное в этом моменте что судья чурка)) Хотя с Украины кричат про Масквобад)🤣🤣🤣😄,с Украины,Одесса,27,Украина,2
1,1.0,259156875.0,17841569.0,"[id244673834|Tyrikvednbiu], 😆🤦🏻‍♂️ я с Казахстана но после твоего коммента к кумысу не притронусь )",с Казахстана,Узынагаш,16,Казахстан,2
2,2.0,284198214.0,17842129.0,"Я с Казахстана и кумыс действительно полезный напиток чем водка,пиво и т.д!",с Казахстана,Усть-Каменогорск,None,Казахстан,2
3,3.0,124515550.0,17884913.0,"[id308586740|Михаил], я с беларуси)",с беларуси,Пинск,24,Беларусь,2
4,4.0,278897450.0,17834739.0,Познакомлюсь с девушкой с Украины,с Украины,None,None,Россия,2
5,5.0,381349881.0,17828481.0,"[id447736494|Антон], ""не пизди""... Вахаха....великий российский диалект. Культура аж прёт. Вы не с Питера случайно??))",с Питера,Кривой Рог,None,Украина,2
6,6.0,169090907.0,17793122.0,Хто там с Беларуси?,с Беларуси,Карачев,107,Россия,1
7,7.0,55074321.0,17795468.0,"И вобще,  советую ливерку с печенью с беларуси, ona goog",с беларуси,Полоцк,26,Беларусь,2
0,0.0,216415170.0,17520276.0,"[id139490938|Павел], ясно, ты же с Украины",с Украины,Кировск,None,Россия,2
1,1.0,152845720.0,17513364.0,что за реклама?я просто с украины),с украины,Николаев,None,Украина,2
0,0.0,219045731.0,17292270.0,"[id289546025|Никита], мнe похуй я с Украины ебло,согласен   он дохуя сделал в СССР но это человек которому было похуй на людей, он убивал всех подряд ,хотя у вас там же пропаганда забей не поймешь",с Украины,Житомир,17,Украина,2
0,0.0,454524108.0,17983296.0,"[id8640083|Илья], прокурорская манда с крыма, которая под путина легла",с крыма,Санкт-Петербург,None,Россия,2
0,0.0,418139208.0,17761246.0,"[id86608685|Марина], тварь ХеРналова то же не давала приказов убивать людей. Но из-за её лжи, как минимум один юноша с Питера поехал воевать за ""распятого мальчика"" и погиб там. Сколько успел убить не знаю. Надеюсь ни одного. Не надо быть политиком, чтобы отправить человека, людей на смерть. Вот издохшая от рака мразь и была такой мразью - разжигающей ненависть, убивающая людей.",с Питера,None,23,Россия,2
1,1.0,266818323.0,17754996.0,"У меня 3к, ток я с Беларуси...",с Беларуси,Vancouver,14,Канада,2
2,2.0,273113323.0,17771476.0,"Как хорошо, что я с Украины",с Украины,Киев,17,Украина,1
3,3.0,15592824.0,17752197.0,"[id395156282|Денис], о, ты с украины?",с украины,None,16,None,2
4,4.0,287822853.0,17742065.0,"[id455380258|Арина], нет я с России родился и живу",с России,Лянтор,30,Россия,2
0,0.0,55690596.0,18285308.0,Тут есть парни с питера?,с питера,None,None,None,2
1,1.0,180252924.0,18284074.0,"Я С БЕЛАРУСИ, И Я ПЕРВЫЙ)",С БЕЛАРУСИ,None,None,None,2
2,2.0,55690596.0,18285310.0,Тут есть парни с питера?,с питера,None,None,None,2
3,3.0,55690596.0,18285311.0,Тут есть парни с питера?,с питера,None,None,None,2
4,4.0,55690596.0,18285312.0,Тут есть парни с питера?,с питера,None,None,None,2
5,5.0,55690596.0,18285318.0,Тут есть парни с питера?,с питера,None,None,None,2
6,6.0,55690596.0,18285320.0,Тут есть парни с питера?,с питера,None,None,None,2
7,7.0,55690596.0,18285324.0,Тут есть парни с питера?,с питера,None,None,None,2
8,8.0,55690596.0,18285328.0,Тут есть парни с питера?,с питера,None,None,None,2
9,9.0,274345680.0,18280602.0,Как хорошо что я с Казахстана😌,с Казахстана,Berlin,22,Германия,2
10,10.0,247606314.0,18279599.0,"[id300825006|Alex], есть же нормальные люди с России но есть такие упыри как ты, которые что то пиздят про Хохлов, а ты обоснуй значение этого слова баран",с России,Киев,19,Украина,2
0,0.0,220693810.0,17208013.0,"[id90123649|Евгения], странно, начинала она точно с России свою пиздатую жизнь)) а может я плохо разбираюсь в порноактрисах, удивляет, что ты столько знаешь;)",с России,Новокузнецк,None,Россия,2
1,1.0,222481693.0,17200495.0,"Тот кто с СПб тому шаверма, тот кто с Москвы тому шаурма",с Москвы,Санкт-Петербург,22,Россия,2
2,2.0,32872727.0,17200869.0,"Ты чё с Питера, шаурма",с Питера,Ижевск,None,Россия,2
3,3.0,24117677.0,17201482.0,"Пидор с питера  - ""шаверма""

Пидор с москвабада - шаурма",с питера,None,None,Россия,2
4,4.0,102888643.0,17211447.0,50 тыс человек с Питера...,с Питера,Рязань,None,Россия,2
5,5.0,415754985.0,17198144.0,"[id363769670|Илья], не нравится съебал нахуй с России",с России,Москва,23,Россия,1
6,6.0,169497875.0,17188017.0,"[id420658732|Leprechaun], С Киева !",С Киева,Краснодар,None,Россия,2
0,0.0,310569856.0,17948287.0,"[id262861579|Егор], он с Украины?",с Украины,Санкт-Петербург,31,Россия,2
1,1.0,310569856.0,17949562.0,"[id262861579|Егор], ну он же даун,  пидор и впридачу сдох,  все такие вроде с Украины.",с Украины,Санкт-Петербург,31,Россия,2
2,2.0,41642128.0,17975655.0,"[id139421679|Александр], ты такой агрессивный, потому что ты с России и у тебя всё так плохо? :)",с России,Одесса,None,Украина,2
3,3.0,212950393.0,17990980.0,"[id339171251|Артём], мне можно,я с Украины",с Украины,Херсон,None,Украина,2
4,4.0,448199132.0,17941241.0,"[id353028808|Влад], знаю я. С Казахстана же)",С Казахстана,Алматы,30,Казахстан,2
5,5.0,293638160.0,17944359.0,Я с Казахстана,с Казахстана,None,None,Казахстан,1
6,6.0,212535671.0,17959855.0,"[id24301988|Максим], я сам с казахстана они казахский язык на латиницу перевели теперь мы американцы полукровки",с казахстана,Новый Городок,110,Казахстан,2
7,7.0,308157441.0,17998804.0,"[id375096240|Nessibeli], Так я тоже родом и детством с Казахстана и родни у меня там море. Сейчас, правда, живу в России давно.",с Казахстана,None,None,None,2
8,8.0,212340918.0,17934656.0,Кто с Москвы? Го знакомиться 🤤🌚,с Москвы,Москва,20,Россия,2
9,9.0,212340918.0,17934702.0,Кто с Москвы го знакомится 🙄🙂😌,с Москвы,Москва,20,Россия,2
10,10.0,360338793.0,17931260.0,3:3 с испаниией,с испании,Санкт-Петербург,15,Россия,2
11,11.0,411078223.0,17931851.0,А с Испании 3-3 сыграли епта,с Испании,None,None,None,2
12,12.0,326095948.0,17930011.0,Этот олень вообще не с Севастополя,с Севастополя,Ростов-на-Дону,None,Россия,2
13,13.0,407513960.0,18026309.0,"Что это вы мой комментарий удалили 
Еще раз скажу это не десантник был а ОПЛОТ-оплотовец с украины",с украины,None,None,None,2
14,14.0,215160347.0,17928785.0,"[id445645218|Виктор], Ебать ты меня удивил! Думаешь я с Украины? Но увы... Ты ошибся... (Как и твоя мать, когда решила тебя всё же рожать)",с Украины,Курган,16,Россия,2
0,0.0,12658392.0,17216991.0,"Надо Леша, надо! ТВ будет с Москвы, написал Лайв ньюз, ФСБ кинешминским тоже, они там на массовке будут! Только будешь пробивать, кожу оттяни чтобы яйца не пробить. Павленский справился",с Москвы,Москва,33,Россия,2
1,1.0,116961792.0,17217134.0,"Вот сука всю жизнь учили делай то, делай это, будь хорошим и т д и живешь в дерьме блять т.к. каждый ебаный кузнец (счастья своего) готов из тебя выковать очередной шекель, он берет и пускает тебя в расход. Вывод воруй убивай еби гусей и будешь как сыр в масле, стань кузнецом своего счастья. А херню вашу библию придумали хитровыебанные, чтоб вы сука такими же богатыми и успешными не стали и на чужое добро не зарились. Почему блять Америка и России лидеры мировые? Америка это уголовники с Англии, они индейцев развели, так еще и саму Англию в дураках оставили. А Россия так это такой же пиздец, только еще и с еврееми ебаными, почему бля евреев ненавидели, да потому что наебут так что ты даже не поймешь где тебя наебали, только их на всех на острова не вывозят, не куда уже все занято, вот и живем бля кто то урожай с голов собирает, а кто то та самая голова из которой выковали очередной шекель. Если ад есть, то он тут..",с Англии,Санкт-Петербург,26,Россия,2
2,2.0,311900619.0,17210239.0,"Кто с Башкирии, там холодно",с Башкирии,Учалы,None,Россия,2
3,3.0,428944197.0,17209960.0,Простите я забыл как выглядит еда тк я с России,с России,Ставрополь,19,Россия,2
4,4.0,377599604.0,17207489.0,"[id432241608|Alisa], ты ж вроде с Питера? Ну так написано по крайне мере )",с Питера,Санкт-Петербург,25,Россия,2
5,5.0,432241608.0,17207643.0,"В лондоне тебе будет проще, так как ты с питера) Погода, там 1 в 1) В штатах я была дважды, один раз в Лос-Анджелесе и второй раз в Далласе, там интересная архитектура только в пригороде больших конгломератов) В центре просто стеклянные башни)",с питера,Nagoya,None,Япония,1
6,6.0,116961792.0,17216873.0,"Вот сука всю жизнь учили делай то, делай это, будь хорошим и т д и живешь в дерьме блять т.к. каждый ебаный кузнец (счастья своего) готов из тебя выковать очередной шекель, он берет и пускает тебя в расход. Вывод воруй убивай еби гусей и будешь как сыр в масле, стань кузнецом своего счастья. А херню вашу библию придумали хитровыебанные, чтоб вы сука такими же богатыми и успешными не стали и на чужое добро не зарились. Почему блять Америка и России лидеры мировые? Америка это уголовники с Англии, они индейцев развели, так еще и саму Англию в дураках оставили. А Россия так это такой же пиздец, только еще и с еврееми ебаными, почему бля евреев ненавидели, да потому что наебут так что ты даже не поймешь где тебя наебали, только их на всех на острова не вывозят, не куда уже все занято, вот и живем бля кто то урожай с голов собирает, а кто то та самая голова из которой выковали очередной шекель. Если ад есть, то он тут...",с Англии,Санкт-Петербург,26,Россия,2
7,7.0,24608495.0,17204280.0,"[id430214565|Сара], а если я не с Москвы,но в ней😒",с Москвы,Чебоксары,None,Россия,2
0,0.0,113603857.0,17682106.0,Тупой и ещё тупее. Просто я с Эстонии,с Эстонии,Ярославль,None,Россия,2
1,1.0,369822073.0,17702145.0,"Тупой и ещё тупее
(Это тип Юкрейн и Россия, которые ""войну"" ведут)
P.S.
Я сам с Украины",с Украины,None,None,None,2
2,2.0,333030823.0,17702592.0,потерянный остров(я с крыма),с крыма,None,72,Россия,2
3,3.0,373614958.0,17687152.0,"[id174611975|Seclusion], ты с украины иле чечьни",с украины,Москва,17,Россия,2
4,4.0,174611975.0,17687190.0,"[id373614958|Илья], с России,но переехал в иную страну,потому что мой президент оказался Хуйло.",с России,Южноукраинск,76,Украина,2
0,0.0,8936640.0,18029535.0,"Еееее это зипуля с Киева, заценивал этого персонажа несколько раз в живую",с Киева,Санкт-Петербург,23,Россия,2
1,1.0,342731453.0,18038072.0,Видимо он негр с Казахстана 😑,с Казахстана,None,None,None,1
2,2.0,224225520.0,17999980.0,"[id447094863|Мария], че такое тим виер, я просто с москвы",с москвы,None,None,None,2
3,3.0,142826120.0,17996246.0,"[id162135517|Анна], яб помог тебе но ты с украины и далеко",с украины,Балаково,None,Россия,2
4,4.0,329399486.0,17995617.0,По-любому кто то с России переборщил 😄,с России,None,None,None,2
0,0.0,92184481.0,18045045.0,"[id86875624|Ярослав], я думал олени вроде тебя, которые еще куда-то ездят, в города другие на пиздилки вымерли, нахуй мне ехать с Польши к тебе в Рашку, да и типо я сомневаюсь что особа которая не имеет ни одной своей фотографии, только фотографии аниме, занималась чем-то вроде смешаных боев и тд, да и типо жаль что не смогу, у меня за плечами 5 лет занятия рукопашкой😌",с Польши,Houston,18,США,2
1,1.0,393012520.0,18043709.0,"В чем прикол, я просто с казахстана",с казахстана,None,None,None,1
2,2.0,40179355.0,18023776.0,"Покупаю картошку я с Беларуси
С продавщицей Муси пуси 
Что бы скинула деньжат 
Она улыбается, а я рад 
Зина знает своё дело 
Бутылочку красного вина
И уже обвивает мое тело 
А потом Зина родила 
И меня больше не нашла",с Беларуси,Переславль-Залесский,21,Россия,2
3,3.0,13356741.0,18024602.0,"Советский велик был и велик будет, а ты проверь были ли у тебя в родне с Германии люди.
В 45 выебали Германию, а теперь их предков в МДК обоссали старания.",с Германии,Советский,None,Россия,2
4,4.0,443854721.0,18024652.0,"[id13356741|Илья], в моем роду с германии не кого не видать, но про твой советский велик ""das auto"" тяжело сказать, и можеть быть с ним все по кайфу и он заебись стоит, но суть то в том что только велик у тебя стоит..(сложный панч)",с германии,None,None,None,2
5,5.0,32601108.0,18025050.0,"[id302475982|Артём], Россия тебя потрепала, я с Украины",с Украины,Вишневое,24,Украина,2
6,6.0,258163634.0,18026456.0,"[id324256517|Константин], где рифмы,флоу,панчи?
Сниму я скальп с тебя как старые команчи,
Нету ни стиля,нет ни ритма,
Зато есть точки алгоритма,
С которым я ебу таких как ты
Тех самых недореперов с Москвы,
Что рофлят с вейперов и мрут в их облаках,
Обмазываясь тоннами каках",с Москвы,None,None,None,2
7,7.0,351045698.0,18057017.0,"[id7327394|Владимир], Телки при виде тебя блюют на колени
Смотря на тебя как ты рифмуешь на сцене
Ты ебаный хуеплет, на твои рифмы я давал тебе в рот
Тебя все долбят в очко, а ты стоишь и доедаешь вчерашнее говно
Ты ебаное цыганское чмо
Приехал с украины, работаешь проституткой-1500 смена",с украины,Санкт-Петербург,None,Россия,2
8,8.0,311900619.0,18022401.0,"Кто с Башкирии? 
Красногорска? 
Владивостока?
Узбекистана?",с Башкирии,Учалы,None,Россия,2
9,9.0,42554084.0,18022415.0,"[id311900619|Ильнур], я с башкирии, а шо?",с башкирии,Стерлитамак,None,Россия,2
0,0.0,409986413.0,17448889.0,"Продам айфоны 8, отправка с Уфы в любой город России.только России. Предоплата!",с Уфы,Уфа,None,Россия,2
1,1.0,76554252.0,17449351.0,"[id260015982|Артур], Если с екб, зачем тебе телка с украины?) Ну-ну",с украины,Челябинск,None,Россия,2
2,2.0,76554252.0,17450343.0,"[id260015982|Артур], Вот я тебе только по факту писал) а ты то вписки с наркоманами придумал, то потаскуна из меня сделал. Ну как какая разница? ) если мне нравится девушка с Израиля, я не буду думать о том, что надо жениться ехать 😄 плевать на страну и характер. Ага. Так не бывает. Только если нужно получить гражданство другой страны",с Израиля,Челябинск,None,Россия,2
3,3.0,272294954.0,17434343.0,"За жестокое обращение с животными, кто с Москвы, пишите заяву на неё",с Москвы,Одесса,24,Украина,2
4,4.0,283282416.0,17439121.0,"[id91328820|Александр], ну она сказала что с Москвы, думаю защитники животных это все просто так не оставят. Кота у неё уже забрали и отвели к ветеринару, да и полицию вызвали. Дальше уже полиция решит что с ней делать",с Москвы,Москва,18,Россия,1
5,5.0,208250584.0,17448479.0,"Сразу вспомнил историю про полицейского с Белоруси, который пнул котёнка и за это на него открыли криминальное дело",с Белоруси,Терновка,15,Украина,2
6,6.0,348550764.0,17450523.0,"[id300467681|Тимофей], она с Москвы",с Москвы,None,None,None,1
7,7.0,281449497.0,17450777.0,"Ребят с Москвы, вдруг встретите ее, дайте в ебасосину, мразь тупорылая",с Москвы,Караганда,16,Казахстан,2
8,8.0,152845720.0,17454087.0,"Ребята кто с Москвы,пойдите ей по епалу надавайте с ноги...отомстите за животное этой мразе.....",с Москвы,Николаев,None,Украина,2
9,9.0,397281616.0,17441879.0,Это когда приехали родственники с Москвы,с Москвы,Зима,14,Россия,2
10,10.0,389148017.0,17432889.0,"Кто с Казахстана,  тот орнет с мема)",с Казахстана,Павлодар,None,Казахстан,2
11,11.0,109343038.0,17452809.0,"[id170189835|Влад], Видос есть как он пнул, и завели дело, инфа сотка, я сам с Беларуси, с этого города.",с Беларуси,Мосты,None,Беларусь,2
0,0.0,43156145.0,17614612.0,"С Питера прилители , такие же быдло как бакланы , которые крышу на стадионе питерском разнесли",С Питера,Москва,None,Россия,2
1,1.0,296213431.0,17613687.0,"[id142296967|Odnako], не, я не живу в этом городе)  я с москвы",с москвы,Москва,19,Россия,2
2,2.0,152279153.0,17613964.0,"[id393723574|Юра], тебе, с Питера виднее, да?",с Питера,Самара,14,Россия,2
3,3.0,152279153.0,17614058.0,"[id274140007|Иван], тебе то, с Питера виднее, да?",с Питера,Самара,14,Россия,2
4,4.0,140948717.0,17618838.0,"Ору с тех кто кричит что типа в казани просто никого бабок нет,  а сам с москвы а айфон взял в 5й кредит",с москвы,None,26,None,2
0,0.0,8311415.0,17633171.0,"[id227235106|Лёня], ебать ты лох, наверно ты с украины, где закончили показывать на его смерти)))",с украины,Киров,27,Россия,2
1,1.0,275936071.0,17642947.0,Он и пришел с Германии 😂,с Германии,Тюмень,18,Россия,2
0,0.0,372935594.0,17398365.0,А начали суки с москвы,с москвы,Калуга,None,Россия,2
