from_id,comment_id,text,from_expression,city,age,country,sex
266818323.0,17754996.0,"У меня 3к, ток я с Беларуси...",с Беларуси,Vancouver,14,Канада,2
273113323.0,17771476.0,"Как хорошо, что я с Украины",с Украины,Киев,17,Украина,1
15592824.0,17752197.0,"[id395156282|Денис], о, ты с украины?",с украины,None,16,None,2
287822853.0,17742065.0,"[id455380258|Арина], нет я с России родился и живу",с России,Лянтор,30,Россия,2
55690596.0,18285308.0,Тут есть парни с питера?,с питера,None,None,None,2
180252924.0,18284074.0,"Я С БЕЛАРУСИ, И Я ПЕРВЫЙ)",С БЕЛАРУСИ,None,None,None,2
55690596.0,18285310.0,Тут есть парни с питера?,с питера,None,None,None,2
55690596.0,18285311.0,Тут есть парни с питера?,с питера,None,None,None,2
55690596.0,18285312.0,Тут есть парни с питера?,с питера,None,None,None,2
55690596.0,18285318.0,Тут есть парни с питера?,с питера,None,None,None,2
55690596.0,18285320.0,Тут есть парни с питера?,с питера,None,None,None,2
55690596.0,18285324.0,Тут есть парни с питера?,с питера,None,None,None,2
55690596.0,18285328.0,Тут есть парни с питера?,с питера,None,None,None,2
274345680.0,18280602.0,Как хорошо что я с Казахстана😌,с Казахстана,Berlin,22,Германия,2
247606314.0,18279599.0,"[id300825006|Alex], есть же нормальные люди с России но есть такие упыри как ты, которые что то пиздят про Хохлов, а ты обоснуй значение этого слова баран",с России,Киев,19,Украина,2
220693810.0,17208013.0,"[id90123649|Евгения], странно, начинала она точно с России свою пиздатую жизнь)) а может я плохо разбираюсь в порноактрисах, удивляет, что ты столько знаешь;)",с России,Новокузнецк,None,Россия,2
222481693.0,17200495.0,"Тот кто с СПб тому шаверма, тот кто с Москвы тому шаурма",с Москвы,Санкт-Петербург,22,Россия,2
32872727.0,17200869.0,"Ты чё с Питера, шаурма",с Питера,Ижевск,None,Россия,2
24117677.0,17201482.0,"Пидор с питера  - ""шаверма""

Пидор с москвабада - шаурма",с питера,None,None,Россия,2
102888643.0,17211447.0,50 тыс человек с Питера...,с Питера,Рязань,None,Россия,2
415754985.0,17198144.0,"[id363769670|Илья], не нравится съебал нахуй с России",с России,Москва,23,Россия,1
169497875.0,17188017.0,"[id420658732|Leprechaun], С Киева !",С Киева,Краснодар,None,Россия,2
310569856.0,17948287.0,"[id262861579|Егор], он с Украины?",с Украины,Санкт-Петербург,31,Россия,2
310569856.0,17949562.0,"[id262861579|Егор], ну он же даун,  пидор и впридачу сдох,  все такие вроде с Украины.",с Украины,Санкт-Петербург,31,Россия,2
41642128.0,17975655.0,"[id139421679|Александр], ты такой агрессивный, потому что ты с России и у тебя всё так плохо? :)",с России,Одесса,None,Украина,2
212950393.0,17990980.0,"[id339171251|Артём], мне можно,я с Украины",с Украины,Херсон,None,Украина,2
448199132.0,17941241.0,"[id353028808|Влад], знаю я. С Казахстана же)",С Казахстана,Алматы,30,Казахстан,2
293638160.0,17944359.0,Я с Казахстана,с Казахстана,None,None,Казахстан,1
212535671.0,17959855.0,"[id24301988|Максим], я сам с казахстана они казахский язык на латиницу перевели теперь мы американцы полукровки",с казахстана,Новый Городок,110,Казахстан,2
308157441.0,17998804.0,"[id375096240|Nessibeli], Так я тоже родом и детством с Казахстана и родни у меня там море. Сейчас, правда, живу в России давно.",с Казахстана,None,None,None,2
212340918.0,17934656.0,Кто с Москвы? Го знакомиться 🤤🌚,с Москвы,Москва,20,Россия,2
212340918.0,17934702.0,Кто с Москвы го знакомится 🙄🙂😌,с Москвы,Москва,20,Россия,2
360338793.0,17931260.0,3:3 с испаниией,с испании,Санкт-Петербург,15,Россия,2
411078223.0,17931851.0,А с Испании 3-3 сыграли епта,с Испании,None,None,None,2
326095948.0,17930011.0,Этот олень вообще не с Севастополя,с Севастополя,Ростов-на-Дону,None,Россия,2
407513960.0,18026309.0,"Что это вы мой комментарий удалили 
Еще раз скажу это не десантник был а ОПЛОТ-оплотовец с украины",с украины,None,None,None,2
215160347.0,17928785.0,"[id445645218|Виктор], Ебать ты меня удивил! Думаешь я с Украины? Но увы... Ты ошибся... (Как и твоя мать, когда решила тебя всё же рожать)",с Украины,Курган,16,Россия,2
12658392.0,17216991.0,"Надо Леша, надо! ТВ будет с Москвы, написал Лайв ньюз, ФСБ кинешминским тоже, они там на массовке будут! Только будешь пробивать, кожу оттяни чтобы яйца не пробить. Павленский справился",с Москвы,Москва,33,Россия,2
116961792.0,17217134.0,"Вот сука всю жизнь учили делай то, делай это, будь хорошим и т д и живешь в дерьме блять т.к. каждый ебаный кузнец (счастья своего) готов из тебя выковать очередной шекель, он берет и пускает тебя в расход. Вывод воруй убивай еби гусей и будешь как сыр в масле, стань кузнецом своего счастья. А херню вашу библию придумали хитровыебанные, чтоб вы сука такими же богатыми и успешными не стали и на чужое добро не зарились. Почему блять Америка и России лидеры мировые? Америка это уголовники с Англии, они индейцев развели, так еще и саму Англию в дураках оставили. А Россия так это такой же пиздец, только еще и с еврееми ебаными, почему бля евреев ненавидели, да потому что наебут так что ты даже не поймешь где тебя наебали, только их на всех на острова не вывозят, не куда уже все занято, вот и живем бля кто то урожай с голов собирает, а кто то та самая голова из которой выковали очередной шекель. Если ад есть, то он тут..",с Англии,Санкт-Петербург,26,Россия,2
311900619.0,17210239.0,"Кто с Башкирии, там холодно",с Башкирии,Учалы,None,Россия,2
428944197.0,17209960.0,Простите я забыл как выглядит еда тк я с России,с России,Ставрополь,19,Россия,2
377599604.0,17207489.0,"[id432241608|Alisa], ты ж вроде с Питера? Ну так написано по крайне мере )",с Питера,Санкт-Петербург,25,Россия,2
432241608.0,17207643.0,"В лондоне тебе будет проще, так как ты с питера) Погода, там 1 в 1) В штатах я была дважды, один раз в Лос-Анджелесе и второй раз в Далласе, там интересная архитектура только в пригороде больших конгломератов) В центре просто стеклянные башни)",с питера,Nagoya,None,Япония,1
116961792.0,17216873.0,"Вот сука всю жизнь учили делай то, делай это, будь хорошим и т д и живешь в дерьме блять т.к. каждый ебаный кузнец (счастья своего) готов из тебя выковать очередной шекель, он берет и пускает тебя в расход. Вывод воруй убивай еби гусей и будешь как сыр в масле, стань кузнецом своего счастья. А херню вашу библию придумали хитровыебанные, чтоб вы сука такими же богатыми и успешными не стали и на чужое добро не зарились. Почему блять Америка и России лидеры мировые? Америка это уголовники с Англии, они индейцев развели, так еще и саму Англию в дураках оставили. А Россия так это такой же пиздец, только еще и с еврееми ебаными, почему бля евреев ненавидели, да потому что наебут так что ты даже не поймешь где тебя наебали, только их на всех на острова не вывозят, не куда уже все занято, вот и живем бля кто то урожай с голов собирает, а кто то та самая голова из которой выковали очередной шекель. Если ад есть, то он тут...",с Англии,Санкт-Петербург,26,Россия,2
24608495.0,17204280.0,"[id430214565|Сара], а если я не с Москвы,но в ней😒",с Москвы,Чебоксары,None,Россия,2
113603857.0,17682106.0,Тупой и ещё тупее. Просто я с Эстонии,с Эстонии,Ярославль,None,Россия,2
369822073.0,17702145.0,"Тупой и ещё тупее
(Это тип Юкрейн и Россия, которые ""войну"" ведут)
P.S.
Я сам с Украины",с Украины,None,None,None,2
333030823.0,17702592.0,потерянный остров(я с крыма),с крыма,None,72,Россия,2
373614958.0,17687152.0,"[id174611975|Seclusion], ты с украины иле чечьни",с украины,Москва,17,Россия,2
174611975.0,17687190.0,"[id373614958|Илья], с России,но переехал в иную страну,потому что мой президент оказался Хуйло.",с России,Южноукраинск,76,Украина,2
8936640.0,18029535.0,"Еееее это зипуля с Киева, заценивал этого персонажа несколько раз в живую",с Киева,Санкт-Петербург,23,Россия,2
342731453.0,18038072.0,Видимо он негр с Казахстана 😑,с Казахстана,None,None,None,1
224225520.0,17999980.0,"[id447094863|Мария], че такое тим виер, я просто с москвы",с москвы,None,None,None,2
142826120.0,17996246.0,"[id162135517|Анна], яб помог тебе но ты с украины и далеко",с украины,Балаково,None,Россия,2
329399486.0,17995617.0,По-любому кто то с России переборщил 😄,с России,None,None,None,2
92184481.0,18045045.0,"[id86875624|Ярослав], я думал олени вроде тебя, которые еще куда-то ездят, в города другие на пиздилки вымерли, нахуй мне ехать с Польши к тебе в Рашку, да и типо я сомневаюсь что особа которая не имеет ни одной своей фотографии, только фотографии аниме, занималась чем-то вроде смешаных боев и тд, да и типо жаль что не смогу, у меня за плечами 5 лет занятия рукопашкой😌",с Польши,Houston,18,США,2
393012520.0,18043709.0,"В чем прикол, я просто с казахстана",с казахстана,None,None,None,1
40179355.0,18023776.0,"Покупаю картошку я с Беларуси
С продавщицей Муси пуси 
Что бы скинула деньжат 
Она улыбается, а я рад 
Зина знает своё дело 
Бутылочку красного вина
И уже обвивает мое тело 
А потом Зина родила 
И меня больше не нашла",с Беларуси,Переславль-Залесский,21,Россия,2
13356741.0,18024602.0,"Советский велик был и велик будет, а ты проверь были ли у тебя в родне с Германии люди.
В 45 выебали Германию, а теперь их предков в МДК обоссали старания.",с Германии,Советский,None,Россия,2
443854721.0,18024652.0,"[id13356741|Илья], в моем роду с германии не кого не видать, но про твой советский велик ""das auto"" тяжело сказать, и можеть быть с ним все по кайфу и он заебись стоит, но суть то в том что только велик у тебя стоит..(сложный панч)",с германии,None,None,None,2
32601108.0,18025050.0,"[id302475982|Артём], Россия тебя потрепала, я с Украины",с Украины,Вишневое,24,Украина,2
258163634.0,18026456.0,"[id324256517|Константин], где рифмы,флоу,панчи?
Сниму я скальп с тебя как старые команчи,
Нету ни стиля,нет ни ритма,
Зато есть точки алгоритма,
С которым я ебу таких как ты
Тех самых недореперов с Москвы,
Что рофлят с вейперов и мрут в их облаках,
Обмазываясь тоннами каках",с Москвы,None,None,None,2
351045698.0,18057017.0,"[id7327394|Владимир], Телки при виде тебя блюют на колени
Смотря на тебя как ты рифмуешь на сцене
Ты ебаный хуеплет, на твои рифмы я давал тебе в рот
Тебя все долбят в очко, а ты стоишь и доедаешь вчерашнее говно
Ты ебаное цыганское чмо
Приехал с украины, работаешь проституткой-1500 смена",с украины,Санкт-Петербург,None,Россия,2
311900619.0,18022401.0,"Кто с Башкирии? 
Красногорска? 
Владивостока?
Узбекистана?",с Башкирии,Учалы,None,Россия,2
42554084.0,18022415.0,"[id311900619|Ильнур], я с башкирии, а шо?",с башкирии,Стерлитамак,None,Россия,2
409986413.0,17448889.0,"Продам айфоны 8, отправка с Уфы в любой город России.только России. Предоплата!",с Уфы,Уфа,None,Россия,2
76554252.0,17449351.0,"[id260015982|Артур], Если с екб, зачем тебе телка с украины?) Ну-ну",с украины,Челябинск,None,Россия,2
76554252.0,17450343.0,"[id260015982|Артур], Вот я тебе только по факту писал) а ты то вписки с наркоманами придумал, то потаскуна из меня сделал. Ну как какая разница? ) если мне нравится девушка с Израиля, я не буду думать о том, что надо жениться ехать 😄 плевать на страну и характер. Ага. Так не бывает. Только если нужно получить гражданство другой страны",с Израиля,Челябинск,None,Россия,2
272294954.0,17434343.0,"За жестокое обращение с животными, кто с Москвы, пишите заяву на неё",с Москвы,Одесса,24,Украина,2
283282416.0,17439121.0,"[id91328820|Александр], ну она сказала что с Москвы, думаю защитники животных это все просто так не оставят. Кота у неё уже забрали и отвели к ветеринару, да и полицию вызвали. Дальше уже полиция решит что с ней делать",с Москвы,Москва,18,Россия,1
208250584.0,17448479.0,"Сразу вспомнил историю про полицейского с Белоруси, который пнул котёнка и за это на него открыли криминальное дело",с Белоруси,Терновка,15,Украина,2
348550764.0,17450523.0,"[id300467681|Тимофей], она с Москвы",с Москвы,None,None,None,1
281449497.0,17450777.0,"Ребят с Москвы, вдруг встретите ее, дайте в ебасосину, мразь тупорылая",с Москвы,Караганда,16,Казахстан,2
152845720.0,17454087.0,"Ребята кто с Москвы,пойдите ей по епалу надавайте с ноги...отомстите за животное этой мразе.....",с Москвы,Николаев,None,Украина,2
397281616.0,17441879.0,Это когда приехали родственники с Москвы,с Москвы,Зима,14,Россия,2
389148017.0,17432889.0,"Кто с Казахстана,  тот орнет с мема)",с Казахстана,Павлодар,None,Казахстан,2
109343038.0,17452809.0,"[id170189835|Влад], Видос есть как он пнул, и завели дело, инфа сотка, я сам с Беларуси, с этого города.",с Беларуси,Мосты,None,Беларусь,2
43156145.0,17614612.0,"С Питера прилители , такие же быдло как бакланы , которые крышу на стадионе питерском разнесли",С Питера,Москва,None,Россия,2
296213431.0,17613687.0,"[id142296967|Odnako], не, я не живу в этом городе)  я с москвы",с москвы,Москва,19,Россия,2
152279153.0,17613964.0,"[id393723574|Юра], тебе, с Питера виднее, да?",с Питера,Самара,14,Россия,2
152279153.0,17614058.0,"[id274140007|Иван], тебе то, с Питера виднее, да?",с Питера,Самара,14,Россия,2
140948717.0,17618838.0,"Ору с тех кто кричит что типа в казани просто никого бабок нет,  а сам с москвы а айфон взял в 5й кредит",с москвы,None,26,None,2
8311415.0,17633171.0,"[id227235106|Лёня], ебать ты лох, наверно ты с украины, где закончили показывать на его смерти)))",с украины,Киров,27,Россия,2
275936071.0,17642947.0,Он и пришел с Германии 😂,с Германии,Тюмень,18,Россия,2
372935594.0,17398365.0,А начали суки с москвы,с москвы,Калуга,None,Россия,2
292410813.0,17409160.0,"[id221966407|Егор], казахи тут причем? Это японцы снимают. Казахи угарные по-моему комедии снимают) сама с Казахстана , хоть и не казашка, но все же, как есть)",с Казахстана,İzmir,21,Турция,1
92299148.0,17400143.0,"[id270779822|Вова], кончины ты чёрт !!! Я не с России а ты сын кончиной нации",с России,Kingston,30,Ямайка,2
198462338.0,17356948.0,"[id140878400|Лилия], зря ты так.
Или ты мужик с Украины, а на фото просто фото девушки....
Либо ты просто старомодная.",с Украины,Магадан,37,Россия,2
349967678.0,17357622.0,Не правда служу в Крыму сам с Москвы 8 дней бандероль пришла,с Москвы,New York City,59,США,2
-50794411.0,17368654.0,"Моя бабушка с Украины,сын на севере...Днюха у него в начале апреля...Письмо отправляет в январе,приходит оно на днюху самую,бывает даже в конце апреля))))",с Украины,New York City,59,США,2
15892331.0,17782071.0,"""Фотка Гитлера"" и подпись, начну с Польши",с Польши,Донецк,None,Украина,2
11803176.0,17774899.0,"[id15258296|Антон], ты реально с Польши?",с Польши,Рязань,26,Россия,2
15258296.0,17774902.0,"я то не с Польши, но в Польше",с Польши,Łódź,25,Польша,2
138528289.0,17771507.0,"[id167312789|Philip], С каким он вкусом? Я с Беларуси, у нас таких нету(",с Беларуси,San Francisco,None,США,2
439798867.0,18230126.0,"видос видел интервью брали где один чел с россии продал биткоины за 300 баксов,говорил пиздец неудачник сейчас они бы стоили 5 млн дол",с россии,None,22,None,2
25239150.0,18222358.0,"[id166117322|Martin], так ты и не увидешь, просто так тебе никто не даст. Только Канада может сейчас сравниться с Германией по уровню жизни. Евросоюз живет за счет налогов с Германии и Франции. И только если 2 человека работают на обычной работе, могут себк позволить многое. Нигде в другой стране такого нет. Я имею виду обычную не квалифицированную работу",с Германии,Hagen,26,Германия,2
