,Unnamed: 0,from_id,id,text,miss,city,age,country,sex
0,0.0,304683211.0,2622728.0,"[id155293050|Дмитрий], ""Дружочек, ты просто придирался к словам не в силах это опровергнуть!"" —- уличение вас во лжи - это не придирки к словам. Это вполне конкретное обвинение.

"" Добробаба полицаем был?"" —- на момент событий фильма - НЕ был. Хотя вы пытались соврать, что был.

""Ну так чего ты тут бугуртишь?"" —- вы наверное хотели спросить, чего я вас чморю? Потому что не люблю лжецов. Да и дурачков тоже не очень.

""Если я скажу, что дед был с Украины, - значит я бендеровец?"" —- ну что вы, так вас оскорблять я не намерен. Просто некая национальная черта прослеживается, в психологии именуемая локус внешнего контроля.

""Так как вы относитесь к фильму 9-я рота? Не слышу ответа?"" —- я его не смотрел.",с Украины,Bern,None,Швейцария,2
1,1.0,403632006.0,2607952.0,"С др,Бэд. Привет братьям с Украины!",с Украины,Алматы,14,Казахстан,2
0,0.0,17673419.0,2774989.0,А что не так с фильмом? Я просто с Украины,с Украины,Ржев,None,Россия,2
0,0.0,147122112.0,2743657.0,"<.< с Москвы то клевету искать приехали!Сэр Тинькоф оскорблен фразой,что его жена некрасивая,но блин был случай когда обращался в полицию на тему угроз и добросовестный представитель закона ответил:угроза эт когда тебе нож к шее прислоняют,вот,а еще за самооборону в Рассеи то может подать в суд тот кто напал х),причем за перцовый баллончик и угрозы с попыткой причинить увечья то были,но у человека родственник в полиции работал,а тут честь самого честного человека пострадала х)",с Москвы,Москва,None,Россия,2
1,1.0,58933839.0,2744171.0,"[id18994|Дмитрий], дело не в безнаказанности. Я вообще про другое. Я не защищаю немагию. Тинькофф подал в суд на основании оскорблений и клевете? Без спорно. Но то, что к ребятам приезжают с Москвы, ломают дверь и шмонают, это не нормально. Упуская шмон, в Кемерово есть своё РУВД. Сразу возникает очевиднейший вопрос: какого, собственно, Москва там забыла? Дела передаются из региона в регион. Никто никуда никого не отправляет. К примеру, Хованский удалил свои видос с Ютуба о Тинькове после того, как ему тоже пытались выломать дверь и угражали, только не судом, а физически.",с Москвы,Железнодорожный (Балашиха),None,Россия,2
0,0.0,64979508.0,2794723.0,"Евгений, не подскажешь где можно посмотреть запись StandUp с Киева?",с Киева,None,None,None,2
0,0.0,108702291.0,2585741.0,"поставил лайк, хоть не смотрел ни фильм,ни ещё обзор,это магия какая-то да?(и я не про фильм).Привет с Украины!!!",с Украины,Хмельницкий,None,Украина,2
1,1.0,176718542.0,2579386.0,"Эй мединский, ты головой своей подумай. С России не такие и большие прокаты идут, они просто забьют, и не будут ничего присылать к нам. А мы озлобимся и ни на один ваш фильм не пойдем, и с подливой у вас треснет.",С России,Москва,None,Россия,2
2,2.0,63427488.0,2568931.0,Увожение. С Киева.ты лучший👍😎,С Киева,Киев,25,Украина,2
3,3.0,26352258.0,2560741.0,"пишу с Германии поцаны, нормально по безвизу путешествую",с Германии,None,None,Украина,2
0,0.0,87480984.0,2459572.0,"[id3664185|Евгений], смотрю Вас с Москвы 2017 и знаю что сейчас неуместно здесь звучит на этой записи, но всё же: Спасибо! Спасибо большое, за Ваши обзоры, за Ваши труды, за Ваши старания! Благодаря Вам, узнал что есть то российское кино, от которого не стыдно смотреть (Дурак, Жить, Дом, Пятница). И рад, что есть все же люди, которые могут бороться от той грязи в российском кино (а в частности комедии), в котором происходит сейчас. Извините за сумбурную речь, но редко такое бывает, когда хочется выразить благодарность за все труды, что сделали. Еще раз, Спасибо! Удачи Вам и терпения!",с Москвы,Краснодар,None,Россия,2
1,1.0,32709024.0,2452173.0,"Вангую!!! Вижу! Вижу обзор!!! Начальные кадры...реклама, много рекламы!!! Очень много рекламы с России1 фильма притяжения! Теперь ясно! Теперь понятно почему 70 минут! Евген впихнул 1/10 рекламы Притяжения в обзор!",с России,Новокузнецк,28,Россия,2
